登録番号,集計開始,集計終了,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,まくり率,差し率,前づけ平均,前づけ率,イン進入数,さされ率,まくられ率,まくりさされ率
5082,2026-01-29,2026-07-30,246,32,14,4,4,4,6,0,12.5,12.5,-0.05,0.0,28,0.0,14.3,21.4
5083,2026-01-29,2026-07-30,170,18,4,2,4,6,2,0,22.2,11.1,-0.05,1.2,24,25.0,16.7,41.7
5084,2026-01-29,2026-07-30,168,34,24,4,4,2,0,0,11.8,11.8,0.01,1.2,34,5.9,5.9,17.6
5085,2026-01-29,2026-07-30,186,32,8,4,8,6,6,0,25.0,12.5,-0.07,0.0,30,46.7,6.7,6.7
5086,2026-01-29,2026-07-30,156,16,12,0,4,0,0,0,25.0,0.0,-0.04,0.0,24,8.3,16.7,16.7
5087,2026-01-29,2026-07-30,260,76,30,8,10,18,10,0,13.2,10.5,0.07,2.3,44,9.1,4.5,9.1
5088,2026-01-29,2026-07-30,300,100,44,8,28,12,4,4,28.0,8.0,0.0,0.0,70,14.3,8.6,11.4
5089,2026-01-29,2026-07-30,202,50,32,6,2,8,2,0,4.0,12.0,0.03,1.1,48,12.5,8.3,8.3
5090,2026-01-29,2026-07-30,164,24,10,4,4,4,2,0,16.7,16.7,-0.02,0.0,24,16.7,0.0,0.0
5091,2026-01-29,2026-07-30,126,32,14,4,4,10,0,0,12.5,12.5,0.1,1.6,22,9.1,9.1,9.1
5092,2026-01-29,2026-07-30,224,62,36,8,8,6,4,0,12.9,12.9,-0.02,0.0,46,0.0,8.7,13.0
5093,2026-01-29,2026-07-30,148,12,8,0,4,0,0,0,33.3,0.0,-0.09,0.0,22,9.1,36.4,9.1
5095,2026-01-29,2026-07-30,218,52,32,12,4,2,2,0,7.7,23.1,0.0,0.0,44,4.5,13.6,0.0
5096,2026-01-29,2026-07-30,230,52,18,4,12,14,4,0,23.1,7.7,-0.12,0.0,36,27.8,0.0,16.7
5098,2026-01-29,2026-07-30,224,40,6,8,6,8,10,2,15.0,20.0,-0.05,0.9,28,28.6,14.3,7.1
5100,2026-01-29,2026-07-30,164,18,2,2,8,2,4,0,44.4,11.1,-0.14,0.0,22,36.4,27.3,0.0
5101,2026-01-29,2026-07-30,136,2,0,2,0,0,0,0,0.0,100.0,-0.14,0.0,14,14.3,57.1,0.0
5102,2026-01-29,2026-07-30,202,32,16,0,8,8,0,0,25.0,0.0,-0.07,0.0,24,16.7,8.3,8.3
5103,2026-01-29,2026-07-30,74,4,0,0,2,2,0,0,50.0,0.0,-0.05,0.0,10,40.0,40.0,20.0
5104,2026-01-29,2026-07-30,158,42,20,8,6,6,2,0,14.3,19.0,0.11,4.2,28,7.1,7.1,14.3
5105,2026-01-29,2026-07-30,212,20,12,2,0,2,4,0,0.0,10.0,0.03,0.0,24,0.0,16.7,33.3
5106,2026-01-29,2026-07-30,196,28,10,2,8,6,2,0,28.6,7.1,-0.01,0.0,34,35.3,5.9,23.5
5107,2026-01-29,2026-07-30,190,16,8,2,2,4,0,0,12.5,12.5,-0.13,0.0,22,18.2,36.4,0.0
5108,2026-01-29,2026-07-30,116,4,4,0,0,0,0,0,0.0,0.0,0.05,0.0,14,0.0,42.9,28.6
5109,2026-01-29,2026-07-30,262,28,14,2,12,0,0,0,42.9,7.1,0.02,0.8,36,22.2,27.8,5.6
5110,2026-01-29,2026-07-30,198,28,14,2,0,6,4,2,0.0,7.1,-0.04,0.0,30,20.0,20.0,13.3
5111,2026-01-29,2026-07-30,178,38,14,12,10,2,0,0,26.3,31.6,0.01,1.2,26,15.4,0.0,15.4
5112,2026-01-29,2026-07-30,258,82,44,14,6,14,4,0,7.3,17.1,0.0,0.8,52,0.0,3.8,0.0
5113,2026-01-29,2026-07-30,64,6,6,0,0,0,0,0,0.0,0.0,0.03,0.0,10,0.0,0.0,40.0
5114,2026-01-29,2026-07-30,270,52,32,10,4,4,2,0,7.7,19.2,-0.07,0.0,50,4.0,16.0,16.0
5115,2026-01-29,2026-07-30,190,34,14,4,14,2,0,0,41.2,11.8,-0.1,0.0,28,7.1,14.3,28.6
5117,2026-01-29,2026-07-30,152,20,8,0,8,2,2,0,40.0,0.0,-0.01,0.0,20,10.0,20.0,10.0
5118,2026-01-29,2026-07-30,134,16,10,0,4,0,2,0,25.0,0.0,0.01,0.0,26,23.1,7.7,15.4
5120,2026-01-29,2026-07-30,140,20,18,2,0,0,0,0,0.0,10.0,0.3,7.2,32,6.2,18.8,18.8
5121,2026-01-29,2026-07-30,242,72,32,12,12,12,4,0,16.7,16.7,0.12,3.3,42,4.8,0.0,14.3
5122,2026-01-29,2026-07-30,146,14,6,6,0,0,2,0,0.0,42.9,0.0,0.0,18,22.2,0.0,22.2
5123,2026-01-29,2026-07-30,228,30,22,0,8,0,0,0,26.7,0.0,-0.03,0.0,42,14.3,23.8,9.5
5124,2026-01-29,2026-07-30,176,14,6,0,4,4,0,0,28.6,0.0,-0.05,0.0,18,0.0,22.2,33.3
5125,2026-01-29,2026-07-30,204,38,22,2,4,6,4,0,10.5,5.3,-0.09,0.0,36,0.0,16.7,11.1
5126,2026-01-29,2026-07-30,252,88,38,8,26,14,2,0,29.5,9.1,0.02,0.9,56,0.0,0.0,25.0
5127,2026-01-29,2026-07-30,182,14,10,2,2,0,0,0,14.3,14.3,-0.06,0.0,26,7.7,23.1,23.1
5128,2026-01-29,2026-07-30,160,12,2,2,4,2,2,0,33.3,16.7,-0.09,0.0,16,0.0,50.0,25.0
5129,2026-01-29,2026-07-30,238,48,24,4,12,2,4,2,25.0,8.3,0.02,0.0,46,21.7,4.3,17.4
5130,2026-01-29,2026-07-30,234,22,14,2,2,4,0,0,9.1,9.1,-0.11,0.0,34,23.5,23.5,5.9
5131,2026-01-29,2026-07-30,182,14,6,0,4,0,4,0,28.6,0.0,-0.09,0.0,20,20.0,20.0,20.0
5132,2026-01-29,2026-07-30,274,86,46,12,12,10,4,2,14.0,14.0,0.05,1.6,72,2.8,25.0,5.6
5133,2026-01-29,2026-07-30,188,38,14,4,12,8,0,0,31.6,10.5,0.0,0.0,32,6.2,18.8,18.8
5134,2026-01-29,2026-07-30,208,44,18,4,2,16,4,0,4.5,9.1,-0.09,1.1,36,11.1,27.8,11.1
5135,2026-01-29,2026-07-30,150,24,18,0,2,4,0,0,8.3,0.0,-0.08,0.0,28,14.3,7.1,7.1
5136,2026-01-29,2026-07-30,274,72,36,10,16,8,2,0,22.2,13.9,-0.01,0.0,46,8.7,4.3,4.3
5137,2026-01-29,2026-07-30,226,36,22,0,10,0,4,0,27.8,0.0,-0.06,0.0,38,0.0,26.3,10.5
5138,2026-01-29,2026-07-30,142,6,6,0,0,0,0,0,0.0,0.0,-0.05,0.0,18,0.0,44.4,22.2
5139,2026-01-29,2026-07-30,254,70,32,16,2,18,2,0,2.9,22.9,0.15,5.1,50,4.0,20.0,4.0
5140,2026-01-29,2026-07-30,186,16,6,0,4,6,0,0,25.0,0.0,-0.01,0.0,30,6.7,46.7,13.3
5141,2026-01-29,2026-07-30,202,64,30,6,10,18,0,0,15.6,9.4,0.04,1.1,52,11.5,11.5,11.5
5142,2026-01-29,2026-07-30,240,66,40,10,8,4,4,0,12.1,15.2,0.08,0.8,50,4.0,4.0,8.0
5143,2026-01-29,2026-07-30,250,10,4,2,4,0,0,0,40.0,20.0,-0.14,0.0,26,15.4,38.5,23.1
5144,2026-01-29,2026-07-30,230,26,10,2,12,2,0,0,46.2,7.7,0.02,0.0,34,29.4,23.5,17.6
5145,2026-01-29,2026-07-30,280,62,38,2,14,6,2,0,22.6,3.2,0.07,1.7,58,0.0,17.2,10.3
5146,2026-01-29,2026-07-30,196,30,10,6,6,4,2,2,20.0,20.0,-0.02,0.0,28,21.4,14.3,14.3
5147,2026-01-29,2026-07-30,116,12,4,0,8,0,0,0,66.7,0.0,-0.14,0.0,16,12.5,37.5,0.0
5148,2026-01-29,2026-07-30,204,30,8,10,6,0,6,0,20.0,33.3,-0.04,0.0,24,8.3,25.0,0.0
5150,2026-01-29,2026-07-30,234,68,28,4,18,10,6,2,26.5,5.9,0.0,0.9,50,8.0,12.0,20.0
5151,2026-01-29,2026-07-30,202,16,4,0,4,4,4,0,25.0,0.0,-0.09,0.0,24,25.0,41.7,0.0
5152,2026-01-29,2026-07-30,156,2,0,2,0,0,0,0,0.0,100.0,-0.01,0.0,20,20.0,60.0,0.0
5153,2026-01-29,2026-07-30,198,8,4,2,2,0,0,0,25.0,25.0,0.01,0.0,30,60.0,6.7,20.0
5154,2026-01-29,2026-07-30,216,28,14,6,8,0,0,0,28.6,21.4,-0.16,0.0,30,13.3,20.0,20.0
5155,2026-01-29,2026-07-30,240,48,20,10,12,4,2,0,25.0,20.8,-0.06,0.0,42,14.3,33.3,0.0
5156,2026-01-29,2026-07-30,194,24,6,0,6,10,2,0,25.0,0.0,-0.04,0.0,26,23.1,38.5,7.7
5157,2026-01-29,2026-07-30,200,22,14,6,2,0,0,0,9.1,27.3,-0.03,0.0,22,27.3,9.1,0.0
5158,2026-01-29,2026-07-30,248,84,36,4,36,4,4,0,42.9,4.8,-0.05,0.0,54,11.1,3.7,11.1
5160,2026-01-29,2026-07-30,272,56,32,4,6,10,4,0,10.7,7.1,-0.08,0.0,50,12.0,4.0,20.0
5161,2026-01-29,2026-07-30,184,36,18,0,12,6,0,0,33.3,0.0,-0.14,0.0,32,0.0,25.0,18.8
5162,2026-01-29,2026-07-30,20,0,0,0,0,0,0,0,,,0.1,0.0,2,100.0,0.0,0.0
5163,2026-01-29,2026-07-30,212,46,28,2,2,8,6,0,4.3,4.3,-0.02,0.0,36,0.0,16.7,5.6
5164,2026-01-29,2026-07-30,78,4,4,0,0,0,0,0,0.0,0.0,0.05,0.0,12,16.7,33.3,0.0
5165,2026-01-29,2026-07-30,200,20,4,2,12,0,2,0,60.0,10.0,-0.02,0.0,28,35.7,42.9,0.0
5166,2026-01-29,2026-07-30,214,50,28,6,6,6,4,0,12.0,12.0,0.03,1.0,46,8.7,13.0,13.0
5167,2026-01-29,2026-07-30,188,26,10,10,4,2,0,0,15.4,38.5,-0.01,0.0,28,28.6,7.1,21.4
5169,2026-01-29,2026-07-30,82,2,0,2,0,0,0,0,0.0,100.0,0.05,0.0,10,20.0,40.0,0.0
5170,2026-01-29,2026-07-30,194,30,20,2,2,4,2,0,6.7,6.7,-0.01,0.0,28,0.0,14.3,7.1
5172,2026-01-29,2026-07-30,192,26,18,2,2,2,2,0,7.7,7.7,-0.05,0.0,26,15.4,15.4,0.0
5173,2026-01-29,2026-07-30,204,48,26,12,4,6,0,0,8.3,25.0,-0.03,0.0,34,5.9,5.9,11.8
5174,2026-01-29,2026-07-30,188,28,14,6,2,4,0,2,7.1,21.4,-0.01,0.0,30,6.7,20.0,13.3
5175,2026-01-29,2026-07-30,158,24,14,6,0,0,4,0,0.0,25.0,-0.09,0.0,22,9.1,18.2,9.1
5176,2026-01-29,2026-07-30,100,4,2,2,0,0,0,0,0.0,50.0,-0.29,0.0,6,0.0,66.7,0.0
5177,2026-01-29,2026-07-30,270,14,8,2,0,0,2,2,0.0,14.3,0.0,0.0,30,6.7,46.7,13.3
5178,2026-01-29,2026-07-30,230,16,12,2,0,2,0,0,0.0,12.5,-0.05,0.0,30,6.7,26.7,26.7
5179,2026-01-29,2026-07-30,118,18,10,0,2,6,0,0,11.1,0.0,-0.09,0.0,18,0.0,11.1,0.0
5180,2026-01-29,2026-07-30,108,6,2,0,4,0,0,0,66.7,0.0,-0.02,0.0,12,0.0,66.7,0.0
5181,2026-01-29,2026-07-30,172,18,12,0,6,0,0,0,33.3,0.0,-0.07,0.0,22,9.1,9.1,27.3
5182,2026-01-29,2026-07-30,172,16,10,2,2,2,0,0,12.5,12.5,0.25,7.2,34,0.0,35.3,29.4
5183,2026-01-29,2026-07-30,184,22,8,2,6,6,0,0,27.3,9.1,-0.01,0.0,30,13.3,20.0,6.7
5184,2026-01-29,2026-07-30,76,8,4,0,2,0,2,0,25.0,0.0,-0.14,0.0,6,0.0,33.3,0.0
5185,2026-01-29,2026-07-30,196,36,12,8,10,4,2,0,27.8,22.2,-0.04,0.0,28,21.4,35.7,0.0
5186,2026-01-29,2026-07-30,174,18,10,2,4,0,0,2,22.2,11.1,-0.03,0.0,24,8.3,33.3,0.0
5187,2026-01-29,2026-07-30,108,4,4,0,0,0,0,0,0.0,0.0,-0.09,0.0,14,0.0,42.9,28.6
5188,2026-01-29,2026-07-30,222,58,28,10,12,8,0,0,20.7,17.2,0.06,0.9,40,5.0,15.0,10.0
5189,2026-01-29,2026-07-30,292,40,16,10,6,4,4,0,15.0,25.0,-0.05,0.0,50,4.0,56.0,4.0
5190,2026-01-29,2026-07-30,208,20,4,2,8,6,0,0,40.0,10.0,-0.04,0.0,18,33.3,33.3,11.1
5191,2026-01-29,2026-07-30,296,98,44,4,30,12,6,2,30.6,4.1,0.01,0.0,60,0.0,6.7,6.7
5192,2026-01-29,2026-07-30,182,28,16,8,0,4,0,0,0.0,28.6,-0.01,1.1,30,0.0,26.7,13.3
5193,2026-01-29,2026-07-30,250,70,40,4,14,2,8,2,20.0,5.7,-0.01,0.0,48,0.0,4.2,8.3
5194,2026-01-29,2026-07-30,186,24,10,4,4,2,4,0,16.7,16.7,0.01,0.0,22,18.2,36.4,0.0
5195,2026-01-29,2026-07-30,202,40,22,4,12,0,2,0,30.0,10.0,0.01,0.0,32,6.2,12.5,6.2
5196,2026-01-29,2026-07-30,250,66,28,8,12,10,8,0,18.2,12.1,0.0,0.0,48,0.0,25.0,8.3
5197,2026-01-29,2026-07-30,134,36,12,2,12,10,0,0,33.3,5.6,-0.05,0.0,16,0.0,25.0,0.0
5198,2026-01-29,2026-07-30,148,24,10,6,6,2,0,0,25.0,25.0,-0.04,0.0,18,11.1,22.2,11.1
5199,2026-01-29,2026-07-30,204,30,10,0,10,6,4,0,33.3,0.0,-0.05,0.0,24,25.0,25.0,0.0
5200,2026-01-29,2026-07-30,90,0,0,0,0,0,0,0,,,-0.05,0.0,8,0.0,50.0,0.0
5201,2026-01-29,2026-07-30,130,20,8,4,0,6,2,0,0.0,20.0,0.04,3.7,24,8.3,16.7,25.0
5203,2026-01-29,2026-07-30,198,34,16,4,12,0,0,2,35.3,11.8,-0.01,0.0,28,0.0,28.6,0.0
5204,2026-01-29,2026-07-30,160,8,4,2,2,0,0,0,25.0,25.0,-0.03,0.0,16,25.0,25.0,12.5
5205,2026-01-29,2026-07-30,272,52,26,10,4,8,2,2,7.7,19.2,-0.05,0.8,52,19.2,7.7,11.5
5206,2026-01-29,2026-07-30,208,14,4,0,4,2,4,0,28.6,0.0,-0.01,0.0,28,14.3,35.7,0.0
5207,2026-01-29,2026-07-30,216,44,20,2,10,10,2,0,22.7,4.5,-0.05,0.0,26,0.0,7.7,7.7
5208,2026-01-29,2026-07-30,186,14,6,0,2,4,2,0,14.3,0.0,0.01,1.2,28,42.9,28.6,0.0
5209,2026-01-29,2026-07-30,146,8,4,0,2,2,0,0,25.0,0.0,-0.06,0.0,12,33.3,0.0,16.7
5210,2026-01-29,2026-07-30,246,42,22,4,10,2,4,0,23.8,9.5,-0.07,0.0,38,10.5,10.5,15.8
5211,2026-01-29,2026-07-30,184,6,2,0,2,2,0,0,33.3,0.0,0.01,1.2,22,18.2,45.5,9.1
5212,2026-01-29,2026-07-30,244,60,28,4,14,12,0,2,23.3,6.7,-0.01,0.0,40,0.0,15.0,10.0
5213,2026-01-29,2026-07-30,244,34,20,0,10,0,4,0,29.4,0.0,0.02,0.8,42,4.8,28.6,9.5
5214,2026-01-29,2026-07-30,222,26,16,2,0,8,0,0,0.0,7.7,-0.03,1.0,32,25.0,25.0,0.0
5216,2026-01-29,2026-07-30,306,68,42,4,10,10,2,0,14.7,5.9,0.01,0.0,66,6.1,12.1,15.2
5217,2026-01-29,2026-07-30,242,44,20,6,8,4,4,2,18.2,13.6,-0.03,0.0,40,5.0,15.0,10.0
5218,2026-01-29,2026-07-30,282,74,36,12,12,8,6,0,16.2,16.2,0.03,0.7,54,7.4,14.8,3.7
5219,2026-01-29,2026-07-30,180,34,16,4,4,8,0,2,11.8,11.8,-0.04,0.0,26,0.0,7.7,23.1
5220,2026-01-29,2026-07-30,280,94,46,4,20,10,12,2,21.3,4.3,0.06,2.8,70,2.9,11.4,5.7
5221,2026-01-29,2026-07-30,280,76,42,12,12,6,2,2,15.8,15.8,-0.05,0.0,64,6.2,12.5,15.6
5222,2026-01-29,2026-07-30,224,52,22,4,12,10,4,0,23.1,7.7,-0.01,1.1,38,5.3,10.5,5.3
5223,2026-01-29,2026-07-30,248,32,10,8,4,2,6,2,12.5,25.0,0.02,0.0,32,6.2,50.0,6.2
5224,2026-01-29,2026-07-30,248,68,34,14,10,6,4,0,14.7,20.6,-0.03,0.0,52,7.7,11.5,7.7
5226,2026-01-29,2026-07-30,94,12,4,2,2,4,0,0,16.7,16.7,-0.02,2.3,12,16.7,33.3,16.7
5227,2026-01-29,2026-07-30,46,6,4,0,2,0,0,0,33.3,0.0,-0.53,0.0,4,0.0,0.0,0.0
5228,2026-01-29,2026-07-30,176,26,16,4,2,2,0,2,7.7,15.4,0.01,1.2,26,0.0,30.8,0.0
5229,2026-01-29,2026-07-30,252,52,32,6,2,10,2,0,3.8,11.5,-0.04,0.0,46,8.7,4.3,13.0
5230,2026-01-29,2026-07-30,260,34,20,4,6,4,0,0,17.6,11.8,-0.06,0.0,42,28.6,14.3,4.8
5231,2026-01-29,2026-07-30,178,46,22,10,6,8,0,0,13.0,21.7,0.02,1.1,32,6.2,6.2,12.5
5232,2026-01-29,2026-07-30,188,20,12,2,2,4,0,0,10.0,10.0,-0.02,0.0,28,35.7,7.1,0.0
5234,2026-01-29,2026-07-30,278,84,46,8,20,8,2,0,23.8,9.5,0.05,3.7,64,0.0,15.6,6.2
5235,2026-01-29,2026-07-30,106,6,0,0,6,0,0,0,100.0,0.0,-0.09,0.0,10,20.0,20.0,60.0
5236,2026-01-29,2026-07-30,236,16,8,0,2,2,4,0,12.5,0.0,-0.1,0.0,28,14.3,35.7,14.3
5237,2026-01-29,2026-07-30,98,10,4,2,0,2,2,0,0.0,20.0,-0.12,0.0,10,20.0,20.0,0.0
5238,2026-01-29,2026-07-30,224,58,18,6,26,6,2,0,44.8,10.3,-0.07,0.0,44,27.3,4.5,13.6
5239,2026-01-29,2026-07-30,198,32,6,12,8,6,0,0,25.0,37.5,-0.03,0.0,28,14.3,42.9,14.3
5240,2026-01-29,2026-07-30,188,24,18,2,0,2,2,0,0.0,8.3,-0.08,0.0,26,0.0,30.8,0.0
5241,2026-01-29,2026-07-30,234,30,12,4,6,4,4,0,20.0,13.3,-0.05,0.0,32,18.8,18.8,12.5
5242,2026-01-29,2026-07-30,180,8,6,0,2,0,0,0,25.0,0.0,0.02,0.0,20,30.0,20.0,20.0
5243,2026-01-29,2026-07-30,218,42,16,8,10,4,4,0,23.8,19.0,-0.06,0.0,38,5.3,21.1,31.6
5244,2026-01-29,2026-07-30,178,16,12,2,2,0,0,0,12.5,12.5,-0.04,0.0,22,27.3,9.1,0.0
5245,2026-01-29,2026-07-30,196,28,10,6,8,4,0,0,28.6,21.4,-0.06,0.0,26,7.7,23.1,15.4
5246,2026-01-29,2026-07-30,198,40,22,4,8,6,0,0,20.0,10.0,0.06,1.2,32,0.0,6.2,18.8
5247,2026-01-29,2026-07-30,236,20,10,8,0,2,0,0,0.0,40.0,-0.01,0.0,32,0.0,31.2,25.0
5248,2026-01-29,2026-07-30,200,20,4,2,4,6,4,0,20.0,10.0,-0.08,1.0,26,7.7,61.5,7.7
5249,2026-01-29,2026-07-30,174,32,14,6,0,10,0,2,0.0,18.8,-0.06,0.0,32,18.8,6.2,25.0
5250,2026-01-29,2026-07-30,222,16,10,0,0,2,4,0,0.0,0.0,-0.01,0.9,30,6.7,33.3,13.3
5251,2026-01-29,2026-07-30,86,2,0,0,0,0,0,2,0.0,0.0,0.0,0.0,10,40.0,60.0,0.0
5252,2026-01-29,2026-07-30,266,58,28,4,16,6,4,0,27.6,6.9,-0.1,0.0,48,12.5,8.3,16.7
5253,2026-01-29,2026-07-30,64,0,0,0,0,0,0,0,,,-0.07,0.0,4,0.0,100.0,0.0
5254,2026-01-29,2026-07-30,176,10,6,4,0,0,0,0,0.0,40.0,-0.05,0.0,18,11.1,44.4,0.0
5255,2026-01-29,2026-07-30,268,70,38,8,10,10,4,0,14.3,11.4,-0.08,0.0,48,4.2,4.2,12.5
5256,2026-01-29,2026-07-30,214,62,44,6,2,6,4,0,3.2,9.7,0.05,0.9,50,0.0,4.0,8.0
5257,2026-01-29,2026-07-30,328,84,52,8,10,10,4,0,11.9,9.5,0.03,1.2,78,7.7,10.3,7.7
5258,2026-01-29,2026-07-30,198,26,16,2,0,4,4,0,0.0,7.7,-0.07,0.0,28,21.4,0.0,14.3
5259,2026-01-29,2026-07-30,152,4,2,0,2,0,0,0,50.0,0.0,-0.16,0.0,18,44.4,33.3,11.1
5261,2026-01-29,2026-07-30,174,18,6,4,6,0,0,2,33.3,22.2,-0.05,0.0,24,16.7,41.7,8.3
5262,2026-01-29,2026-07-30,174,8,2,2,2,0,2,0,25.0,25.0,-0.04,0.0,22,36.4,18.2,36.4
5263,2026-01-29,2026-07-30,202,10,2,4,4,0,0,0,40.0,40.0,-0.04,0.0,26,15.4,53.8,15.4
5264,2026-01-29,2026-07-30,236,30,6,6,12,2,2,2,40.0,20.0,-0.03,0.0,28,28.6,42.9,0.0
5265,2026-01-29,2026-07-30,216,16,6,4,2,2,2,0,12.5,25.0,0.0,1.9,24,16.7,33.3,0.0
5266,2026-01-29,2026-07-30,210,18,12,0,0,2,0,4,0.0,0.0,-0.06,0.0,28,0.0,28.6,21.4
5267,2026-01-29,2026-07-30,252,86,28,18,14,22,4,0,16.3,20.9,0.01,0.0,50,4.0,16.0,20.0
5268,2026-01-29,2026-07-30,174,8,4,2,2,0,0,0,25.0,25.0,-0.25,0.0,20,20.0,30.0,20.0
5269,2026-01-29,2026-07-30,202,54,28,2,4,14,6,0,7.4,3.7,-0.06,1.0,38,10.5,5.3,0.0
5270,2026-01-29,2026-07-30,220,20,10,0,6,4,0,0,30.0,0.0,-0.05,0.0,28,0.0,14.3,42.9
5271,2026-01-29,2026-07-30,172,10,4,0,0,4,2,0,0.0,0.0,-0.08,1.4,22,18.2,36.4,9.1
5272,2026-01-29,2026-07-30,180,22,18,4,0,0,0,0,0.0,18.2,0.06,0.0,32,0.0,25.0,12.5
5273,2026-01-29,2026-07-30,234,26,14,2,2,8,0,0,7.7,7.7,-0.03,0.0,36,16.7,22.2,16.7
5274,2026-01-29,2026-07-30,156,36,18,4,4,4,6,0,11.1,11.1,-0.05,0.0,22,0.0,18.2,0.0
5275,2026-01-29,2026-07-30,264,82,32,10,14,14,10,2,17.1,12.2,0.02,0.8,52,3.8,11.5,11.5
5276,2026-01-29,2026-07-30,218,24,10,2,4,6,2,0,16.7,8.3,-0.02,0.0,32,6.2,50.0,12.5
5277,2026-01-29,2026-07-30,200,26,10,4,6,4,0,2,23.1,15.4,0.0,0.0,28,21.4,14.3,14.3
5278,2026-01-29,2026-07-30,282,114,54,8,18,30,4,0,15.8,7.0,-0.05,0.0,68,0.0,5.9,5.9
5279,2026-01-29,2026-07-30,192,36,18,4,2,4,8,0,5.6,11.1,-0.07,0.0,38,21.1,15.8,10.5
5280,2026-01-29,2026-07-30,278,90,44,12,10,12,12,0,11.1,13.3,-0.01,0.0,52,3.8,0.0,7.7
5281,2026-01-29,2026-07-30,250,66,38,12,6,4,6,0,9.1,18.2,0.01,0.0,52,3.8,11.5,3.8
5282,2026-01-29,2026-07-30,234,44,16,6,20,2,0,0,45.5,13.6,-0.07,1.1,34,11.8,11.8,17.6
5283,2026-01-29,2026-07-30,166,6,0,0,0,4,2,0,0.0,0.0,-0.1,0.0,14,14.3,57.1,14.3
5284,2026-01-29,2026-07-30,166,6,2,2,2,0,0,0,33.3,33.3,-0.01,0.0,10,20.0,40.0,20.0
5285,2026-01-29,2026-07-30,188,14,10,2,0,2,0,0,0.0,14.3,-0.04,0.0,26,30.8,7.7,23.1
5286,2026-01-29,2026-07-30,222,24,12,0,8,2,2,0,33.3,0.0,-0.08,0.0,32,0.0,25.0,25.0
5287,2026-01-29,2026-07-30,162,8,2,2,2,0,2,0,25.0,25.0,-0.01,0.0,18,22.2,22.2,11.1
5288,2026-01-29,2026-07-30,136,14,4,0,0,8,2,0,0.0,0.0,-0.03,0.0,16,0.0,37.5,25.0
5289,2026-01-29,2026-07-30,222,40,20,2,8,6,4,0,20.0,5.0,-0.05,0.9,36,16.7,5.6,5.6
5290,2026-01-29,2026-07-30,194,6,4,0,2,0,0,0,33.3,0.0,-0.01,0.0,28,28.6,35.7,14.3
5291,2026-01-29,2026-07-30,258,14,8,4,0,0,0,2,0.0,28.6,-0.12,0.0,30,13.3,46.7,6.7
5292,2026-01-29,2026-07-30,210,16,2,4,6,2,2,0,37.5,25.0,-0.12,0.0,22,27.3,45.5,18.2
5293,2026-01-29,2026-07-30,134,6,2,4,0,0,0,0,0.0,66.7,-0.17,0.0,14,0.0,85.7,0.0
5294,2026-01-29,2026-07-30,180,18,8,2,6,0,2,0,33.3,11.1,0.0,0.0,24,8.3,25.0,25.0
5295,2026-01-29,2026-07-30,164,30,8,0,20,2,0,0,66.7,0.0,-0.75,0.0,12,16.7,16.7,0.0
5296,2026-01-29,2026-07-30,202,22,6,6,8,2,0,0,36.4,27.3,-0.26,0.0,18,0.0,55.6,0.0
5297,2026-01-29,2026-07-30,210,12,6,4,0,0,2,0,0.0,33.3,-0.06,0.0,26,0.0,61.5,15.4
5298,2026-01-29,2026-07-30,242,96,34,12,22,20,8,0,22.9,12.5,0.03,1.7,48,8.3,4.2,8.3
5299,2026-01-29,2026-07-30,218,52,24,10,8,8,2,0,15.4,19.2,-0.03,0.0,34,11.8,5.9,11.8
5300,2026-01-29,2026-07-30,200,2,0,0,0,0,2,0,0.0,0.0,-0.04,0.0,24,8.3,75.0,16.7
5301,2026-01-29,2026-07-30,204,42,24,2,12,4,0,0,28.6,4.8,0.01,0.0,34,5.9,17.6,5.9
5302,2026-01-29,2026-07-30,176,10,6,2,0,2,0,0,0.0,20.0,0.05,4.1,18,0.0,22.2,33.3
5303,2026-01-29,2026-07-30,192,24,22,0,2,0,0,0,8.3,0.0,-0.02,1.1,34,11.8,11.8,11.8
5304,2026-01-29,2026-07-30,148,4,2,0,2,0,0,0,50.0,0.0,-0.25,0.0,12,16.7,33.3,33.3
5305,2026-01-29,2026-07-30,164,4,2,0,2,0,0,0,50.0,0.0,-0.09,0.0,16,12.5,25.0,50.0
5306,2026-01-29,2026-07-30,164,6,2,0,2,0,0,2,33.3,0.0,0.0,1.2,16,12.5,50.0,12.5
5307,2026-01-29,2026-07-30,236,26,12,0,2,8,4,0,7.7,0.0,-0.03,1.0,30,6.7,46.7,0.0
5308,2026-01-29,2026-07-30,208,20,6,4,2,6,0,2,10.0,20.0,-0.04,0.0,22,36.4,9.1,27.3
5309,2026-01-29,2026-07-30,178,10,6,2,0,2,0,0,0.0,20.0,-0.09,0.0,20,20.0,20.0,30.0
5310,2026-01-29,2026-07-30,144,12,6,0,2,4,0,0,16.7,0.0,-0.09,0.0,14,14.3,28.6,14.3
5311,2026-01-29,2026-07-30,188,36,12,6,10,2,4,2,27.8,16.7,-0.09,0.0,28,7.1,21.4,14.3
5312,2026-01-29,2026-07-30,218,20,6,4,6,0,2,2,30.0,20.0,-0.03,0.0,24,0.0,25.0,33.3
5313,2026-01-29,2026-07-30,182,12,4,4,2,0,2,0,16.7,33.3,0.02,0.0,24,41.7,33.3,0.0
