toban,stint,branch,firstDate,lastDate,nNear,nFar,winsNear,winsFar,top3Near,top3Far,eligible,winDiff,winDiffCourseAdj,top3Diff,top3DiffCourseAdj,meanFinishDiff,meanFinishDiffCourseAdj
5050,0,滋賀,2018-11-18,2026-08-08,265,816,29,112,93,357,1,-0.027821,-0.013649,-0.086557,-0.061041,0.306641,0.203369
5051,0,埼玉,2018-11-15,2026-08-04,443,937,73,192,214,527,1,-0.040124,-0.020222,-0.079363,-0.045509,0.318087,0.183286
5052,0,大阪,2018-11-03,2026-07-10,63,548,2,25,7,101,1,-0.013874,0.012804,-0.073195,-0.034609,0.406355,0.253316
5053,0,福岡,2018-11-07,2026-08-11,137,632,6,68,29,212,1,-0.063799,-0.014885,-0.123764,-0.040026,0.578536,0.244576
5054,0,大阪,2018-11-19,2026-07-03,268,876,23,123,81,399,1,-0.054590,-0.025696,-0.153241,-0.098080,0.565290,0.348606
5055,0,長崎,2018-11-28,2026-08-10,421,844,39,125,162,379,1,-0.055468,-0.032832,-0.064254,-0.022945,0.253397,0.092309
5056,0,徳島,2018-11-26,2026-07-13,73,861,12,109,39,355,1,0.037787,0.001511,0.121935,0.070503,-0.322180,-0.115066
5057,0,大阪,2018-11-03,2026-08-05,163,994,18,154,55,383,1,-0.044500,-0.019431,-0.047889,-0.004709,0.282523,0.107477
5058,0,岡山,2018-11-21,2026-08-11,272,975,35,208,138,579,1,-0.084657,-0.053485,-0.086493,-0.042248,0.434137,0.253119
5059,0,香川,2018-11-17,2025-05-12,55,427,1,11,5,61,1,-0.007579,-0.003066,-0.051948,-0.034815,0.251650,0.186017
5060,0,兵庫,2018-11-08,2026-08-11,241,892,21,108,85,359,1,-0.033939,-0.017612,-0.049769,-0.026020,0.243534,0.146100
5061,0,愛知,2018-11-23,2026-07-16,176,746,12,42,35,159,1,0.011882,0.014691,-0.014273,-0.008827,-0.034837,-0.056493
5062,0,東京,2018-11-08,2022-08-03,80,135,0,0,8,7,1,0.000000,-0.023558,0.048148,-0.003983,-0.433333,-0.232098
5063,0,東京,2018-11-06,2026-08-08,158,639,14,45,53,207,1,0.018185,0.043232,0.011499,0.067417,0.000862,-0.216064
5064,0,山口,2018-11-19,2026-08-11,167,722,17,86,77,303,1,-0.017317,-0.015679,0.041410,0.041563,-0.079752,-0.076572
5065,0,群馬,2018-11-12,2026-08-11,438,670,47,73,137,264,1,-0.001649,0.009813,-0.081244,-0.050453,0.328931,0.212286
5066,0,埼玉,2018-11-15,2026-08-04,426,853,56,154,171,439,1,-0.049084,-0.040334,-0.113246,-0.098665,0.447746,0.390295
5067,0,山口,2018-11-17,2026-08-11,202,904,16,84,64,269,1,-0.013712,-0.000105,0.019265,0.045165,0.059143,-0.041294
5068,0,愛知,2018-11-10,2026-08-11,154,939,46,209,97,561,1,0.076124,0.074182,0.032426,0.043315,-0.217328,-0.251639
5069,0,群馬,2018-11-12,2026-08-05,279,796,19,81,71,276,1,-0.033658,-0.015357,-0.092253,-0.053305,0.424272,0.272700
5070,0,東京,2019-05-18,2026-08-10,147,506,16,28,51,148,1,0.053508,0.046704,0.054449,0.046783,-0.329394,-0.294286
5071,0,福岡,2019-05-11,2026-07-19,131,678,7,58,30,235,1,-0.032111,-0.018591,-0.117600,-0.098523,0.388694,0.313691
5072,0,埼玉,2019-05-09,2026-06-23,85,348,1,2,6,24,1,0.006018,-0.023345,0.001623,-0.042079,-0.136748,0.041977
5073,0,福岡,2019-05-25,2026-08-11,149,884,11,67,52,361,1,-0.001966,0.009718,-0.059378,-0.036919,0.186196,0.101088
5074,0,愛知,2019-05-10,2026-08-11,142,1041,10,82,39,317,1,-0.008348,-0.005990,-0.029867,-0.028080,0.128939,0.120387
5075,0,滋賀,2019-05-16,2026-08-11,173,1005,30,186,94,546,1,-0.011664,-0.003488,0.000069,0.006825,0.045990,0.013714
5076,0,静岡,2019-05-16,2026-08-11,210,767,17,65,50,241,1,-0.003793,0.004510,-0.076116,-0.062898,0.238337,0.188787
5077,0,埼玉,2019-05-16,2026-08-09,312,348,15,12,46,60,1,0.013594,0.013407,-0.024978,-0.017882,0.043877,0.020804
5078,0,三重,2019-05-25,2026-08-11,134,752,9,53,36,218,1,-0.003315,-0.018942,-0.021237,-0.052048,0.106085,0.225922
5079,0,静岡,2019-05-23,2026-07-12,269,846,21,76,68,295,1,-0.011768,-0.007200,-0.095912,-0.085986,0.336699,0.298523
5080,0,静岡,2019-05-16,2022-02-13,42,156,0,5,9,28,1,-0.032051,-0.021236,0.034799,0.055572,-0.083333,-0.167691
5081,0,福岡,2019-05-16,2026-07-01,164,756,13,86,56,334,1,-0.034488,-0.007250,-0.100336,-0.059382,0.284585,0.118392
5082,0,愛知,2019-05-16,2026-08-11,156,838,19,65,61,342,1,0.044229,0.039802,-0.017089,-0.022040,-0.078223,-0.057125
5083,0,山口,2019-05-19,2026-07-28,127,743,11,38,43,206,1,0.035470,0.038910,0.061328,0.071247,-0.203760,-0.240319
5084,0,佐賀,2019-05-01,2026-05-20,362,876,58,216,185,535,1,-0.086354,-0.054163,-0.099681,-0.050871,0.446940,0.251755
5085,0,福井,2019-05-22,2026-08-04,209,785,13,80,53,328,1,-0.039710,-0.019876,-0.164246,-0.125057,0.602127,0.448618
5086,0,長崎,2019-05-27,2026-08-10,279,538,17,46,81,172,1,-0.024570,-0.006097,-0.029380,0.009654,0.184888,0.033311
5087,0,埼玉,2019-05-16,2026-08-08,359,791,55,192,150,480,1,-0.089527,-0.062062,-0.189000,-0.145633,0.699376,0.525631
5088,0,大阪,2019-05-14,2026-08-11,181,1155,50,253,106,607,1,0.057195,0.045690,0.060094,0.060200,-0.222133,-0.214845
5089,0,愛知,2019-05-10,2026-08-08,178,960,32,184,113,574,1,-0.011891,0.007490,0.036915,0.054140,-0.021009,-0.095840
5090,0,群馬,2019-05-21,2026-08-11,405,606,40,58,127,235,1,0.003056,0.006024,-0.074209,-0.052428,0.260372,0.181974
5091,0,福井,2019-05-22,2026-08-09,84,746,10,121,36,330,1,-0.043151,-0.033703,-0.013788,0.015881,-0.000351,-0.116021
5092,0,福岡,2019-05-11,2026-08-04,166,764,23,128,68,350,1,-0.028985,-0.005057,-0.048477,-0.018470,0.152779,0.031267
5093,0,福岡,2019-05-16,2026-08-11,129,681,5,68,19,234,1,-0.061093,-0.009220,-0.196326,-0.092758,0.824096,0.417703
5094,0,東京,2019-05-12,2023-04-09,55,373,6,22,21,109,1,0.050110,0.040664,0.089593,0.077658,-0.236754,-0.184734
5095,0,東京,2019-11-07,2026-08-10,163,544,19,81,70,278,1,-0.032333,-0.005601,-0.081582,-0.037060,0.312229,0.135880
5096,0,東京,2019-11-07,2026-08-10,167,696,6,81,47,268,1,-0.080451,-0.056097,-0.103620,-0.071580,0.416030,0.286607
5097,0,大阪,2019-11-25,2020-05-02,16,37,0,0,0,0,0,,,,,,
5098,0,愛知,2019-11-25,2026-08-11,128,813,13,77,45,280,1,0.006852,0.012755,0.007159,0.007701,0.103196,0.099907
5099,0,広島,2019-11-06,2024-02-25,37,124,0,0,4,5,1,0.000000,-0.045016,0.067786,-0.015643,-0.526591,-0.198606
5100,0,群馬,2019-11-07,2026-08-09,398,394,20,27,76,100,1,-0.018277,-0.023067,-0.062852,-0.061403,0.215723,0.216916
5101,0,福岡,2019-11-19,2026-08-10,115,372,0,10,9,65,1,-0.026882,0.006647,-0.096470,-0.036884,0.418373,0.184810
5102,0,福岡,2019-11-12,2026-08-11,105,792,11,83,40,325,1,-0.000036,0.028416,-0.029401,0.018747,0.280808,0.089103
5103,0,埼玉,2019-11-27,2026-08-11,446,415,26,12,108,91,1,0.029380,0.033276,0.022875,0.038358,-0.039900,-0.095105
5104,0,福岡,2019-11-10,2026-08-11,141,538,15,87,56,237,1,-0.055327,-0.039325,-0.043357,-0.022978,0.248240,0.164195
5105,0,福岡,2019-11-10,2026-08-11,132,659,8,47,42,227,1,-0.010714,0.000629,-0.026279,-0.011889,0.202867,0.142851
5106,0,山口,2019-11-14,2026-08-11,75,679,6,70,15,263,1,-0.023093,0.016572,-0.187334,-0.118509,0.710928,0.438526
5107,0,福岡,2019-11-19,2026-07-28,137,595,7,27,22,150,1,0.005717,0.059969,-0.091517,0.019636,0.415985,-0.021573
5108,0,群馬,2019-11-07,2026-08-05,153,280,1,3,19,24,1,-0.004178,-0.016494,0.038469,0.026008,-0.144071,-0.090929
5109,0,岡山,2019-11-13,2026-08-11,247,875,14,63,96,326,1,-0.015320,-0.013977,0.016093,0.014264,-0.040814,-0.034822
5110,0,静岡,2019-11-30,2026-07-23,220,887,12,82,74,352,1,-0.037901,-0.010952,-0.060480,-0.012135,0.252521,0.060051
5111,0,岡山,2019-11-13,2026-08-11,204,865,19,99,80,358,1,-0.021314,0.004959,-0.021716,0.022869,0.142429,-0.032727
5112,0,埼玉,2019-11-27,2026-08-02,430,815,81,167,229,466,1,-0.016536,-0.002409,-0.039221,-0.020963,0.183992,0.108853
5113,0,岡山,2019-11-23,2026-05-14,94,622,3,18,11,87,1,0.002976,-0.004794,-0.022850,-0.047537,0.031675,0.124140
5114,0,福井,2019-11-22,2026-08-05,202,957,24,101,61,384,1,0.013274,0.030561,-0.099274,-0.068720,0.260767,0.137738
5115,0,滋賀,2019-11-19,2026-08-08,252,758,32,104,94,301,1,-0.010219,0.001050,-0.024082,-0.003297,0.051326,-0.030762
5116,0,福井,2019-11-25,2024-10-25,132,349,3,11,18,48,1,-0.008791,0.014116,-0.001172,0.053695,0.058131,-0.156357
5117,0,福岡,2019-11-22,2026-08-05,152,533,10,34,37,163,1,0.002000,0.009901,-0.062395,-0.054603,0.248716,0.213255
5118,0,佐賀,2019-11-22,2026-07-21,209,670,13,36,67,197,1,0.008470,0.009246,0.026544,0.011520,-0.231436,-0.178499
5119,0,福岡,2019-11-12,2022-03-19,68,72,0,0,0,0,1,0.000000,-0.016824,0.000000,-0.035503,0.026961,0.164410
5120,0,愛知,2019-11-09,2026-08-08,175,654,17,62,75,296,1,0.002342,-0.004930,-0.024028,-0.025292,0.001669,0.009516
5121,0,佐賀,2019-11-02,2026-08-11,288,899,70,241,158,562,1,-0.025020,-0.000623,-0.076528,-0.033220,0.362088,0.188956
5122,0,埼玉,2019-11-27,2026-07-13,273,628,24,37,85,179,1,0.028995,0.022038,0.026323,0.025471,-0.178461,-0.171626
5123,0,山口,2020-05-26,2026-08-05,123,540,7,18,27,113,1,0.023577,0.012035,0.010253,-0.000972,-0.031752,0.012870
5124,0,佐賀,2020-05-13,2026-08-11,257,444,7,23,52,124,1,-0.024564,0.008336,-0.076945,-0.016887,0.297446,0.058973
5125,0,愛知,2020-05-15,2026-08-11,97,696,16,93,38,328,1,0.031328,0.047919,-0.079512,-0.037983,0.038423,-0.123455
5126,0,兵庫,2020-05-02,2026-08-11,258,821,42,137,112,366,1,-0.004079,0.016040,-0.011689,0.020918,0.018573,-0.114301
5127,0,愛知,2020-05-02,2026-08-04,118,727,6,47,37,230,1,-0.013802,-0.029963,-0.002809,-0.043220,-0.094876,0.060923
5128,0,三重,2020-05-29,2026-08-11,203,465,12,17,51,102,1,0.022554,0.022603,0.031877,0.030636,-0.056931,-0.053739
5129,0,長崎,2020-05-22,2026-08-05,238,657,25,70,81,269,1,-0.001503,0.004210,-0.069101,-0.054034,0.272041,0.216640
5130,0,三重,2020-05-29,2026-08-04,206,737,4,38,40,196,1,-0.032143,0.001109,-0.071768,-0.012965,0.366930,0.132653
5131,0,福岡,2020-05-23,2026-08-09,110,577,3,22,20,115,1,-0.010856,0.022900,-0.017489,0.046485,0.219348,-0.034589
5132,0,埼玉,2020-05-22,2026-08-04,387,634,51,101,176,316,1,-0.027523,-0.016668,-0.043642,-0.029240,0.077568,0.018618
5133,0,東京,2020-05-09,2026-07-16,185,462,16,37,65,162,1,0.006400,0.009475,0.000702,0.022324,0.035580,-0.044514
5134,0,広島,2020-05-24,2026-08-04,211,604,23,66,72,258,1,-0.000267,0.035339,-0.085920,-0.026300,0.276059,0.037443
5135,0,東京,2020-05-09,2026-08-11,122,566,11,65,32,222,1,-0.024677,-0.009547,-0.129931,-0.096766,0.584313,0.458702
5136,0,香川,2020-05-12,2026-08-10,103,935,19,182,53,484,1,-0.010186,-0.006436,-0.003084,0.012129,0.112590,0.054674
5137,0,愛知,2020-05-15,2026-08-11,160,702,19,72,61,252,1,0.016186,0.022978,0.022276,0.037127,0.025552,-0.035135
5138,0,福岡,2020-05-23,2026-08-09,155,407,1,7,16,60,1,-0.010747,0.028060,-0.044194,0.016839,0.289673,0.044010
5139,0,愛知,2020-05-02,2026-07-21,117,664,18,126,54,339,1,-0.035913,-0.037543,-0.049004,-0.046548,0.251982,0.240301
5140,0,静岡,2020-05-01,2026-07-26,155,612,3,37,20,180,1,-0.041103,0.015478,-0.165085,-0.053286,0.787613,0.346897
5141,0,群馬,2020-05-01,2026-08-11,279,706,43,148,133,407,1,-0.055510,-0.030198,-0.099785,-0.054748,0.396276,0.218270
5142,0,佐賀,2020-05-13,2026-08-11,328,750,55,168,185,465,1,-0.056317,-0.029366,-0.055976,-0.012464,0.317276,0.143988
5143,0,徳島,2020-05-12,2026-08-09,81,766,4,30,21,186,1,0.010218,-0.003816,0.016439,0.008111,-0.004497,0.037779
5144,0,福岡,2020-05-18,2026-08-11,116,640,3,37,27,169,1,-0.031950,-0.015217,-0.031304,-0.011977,0.228017,0.147864
5145,0,山口,2020-05-06,2026-08-11,159,680,19,111,55,304,1,-0.043738,-0.009864,-0.101147,-0.051032,0.361737,0.158184
5146,0,山口,2020-05-26,2026-08-02,107,625,7,48,38,216,1,-0.011379,-0.005773,0.009540,0.013834,-0.061742,-0.083078
5147,0,埼玉,2020-11-12,2026-08-05,347,457,26,37,96,144,1,-0.006035,0.009149,-0.038441,0.002274,0.314115,0.158870
5148,0,福岡,2020-11-14,2026-07-31,94,596,8,43,38,170,1,0.012959,-0.022761,0.119020,0.053617,-0.440240,-0.181581
5149,0,東京,2020-11-12,2021-03-27,13,0,0,0,0,0,0,,,,,,
5150,0,群馬,2020-11-08,2026-08-11,269,621,43,104,107,288,1,-0.007621,0.018007,-0.065999,-0.011554,0.203461,-0.006599
5151,0,大阪,2020-11-04,2026-07-24,166,715,3,20,32,137,1,-0.009900,-0.007659,0.001163,0.005662,0.090614,0.069578
5152,0,福岡,2020-11-18,2026-08-08,123,494,3,21,17,113,1,-0.018120,0.032565,-0.090534,0.005303,0.453178,0.075963
5153,0,東京,2020-11-12,2026-08-11,98,593,3,28,18,131,1,-0.016605,-0.038125,-0.037237,-0.068580,0.242541,0.369745
5154,0,広島,2020-11-25,2026-08-10,180,683,14,45,58,187,1,0.011892,-0.000602,0.048430,0.013144,-0.258232,-0.125187
5155,0,福岡,2020-11-14,2026-08-11,111,548,12,56,38,179,1,0.005918,-0.012893,0.015700,-0.017339,-0.123529,0.008968
5156,0,福井,2020-11-18,2026-07-19,191,726,18,59,50,206,1,0.012974,0.028865,-0.021966,0.008856,0.161034,0.041725
5157,0,滋賀,2020-11-18,2026-08-11,191,582,9,48,46,166,1,-0.035354,-0.024605,-0.044386,-0.023487,0.133202,0.052571
5158,0,福岡,2020-11-18,2026-08-11,169,704,15,121,40,286,1,-0.083118,-0.036216,-0.169564,-0.084128,0.863947,0.521529
5159,0,愛知,2020-11-13,2024-05-12,54,264,2,11,7,31,1,-0.004630,0.012411,0.012205,0.025081,0.063552,0.001937
5160,0,福岡,2020-11-18,2026-08-08,131,704,9,90,41,294,1,-0.059139,-0.018547,-0.104637,-0.047249,0.448278,0.217027
5161,0,兵庫,2020-11-18,2026-08-11,109,815,13,139,47,365,1,-0.051286,-0.031935,-0.016660,0.015653,0.215118,0.087551
5162,0,福岡,2020-11-08,2026-02-20,98,521,3,18,21,106,1,-0.003937,-0.010706,0.010831,-0.009194,-0.151984,-0.075970
5163,0,山口,2020-11-02,2026-08-05,65,753,4,122,23,388,1,-0.100480,-0.073601,-0.161426,-0.116274,0.586556,0.406715
5164,0,福岡,2020-11-08,2026-08-02,72,486,0,6,5,31,1,-0.012346,-0.016168,0.005658,-0.028275,-0.156893,-0.031876
5165,0,岡山,2020-11-26,2026-08-11,153,775,8,38,35,243,1,0.003255,0.020992,-0.084790,-0.048707,0.231432,0.088571
5166,0,愛知,2020-11-06,2026-08-09,93,656,9,114,30,358,1,-0.077006,-0.067863,-0.223151,-0.203171,0.734133,0.654934
5167,0,埼玉,2020-11-12,2026-08-09,322,477,23,36,96,150,1,-0.004043,-0.004173,-0.016329,-0.000372,-0.001647,-0.054942
5168,0,大阪,2020-11-04,2024-10-12,72,186,0,3,4,19,1,-0.016129,-0.032967,-0.046595,-0.079987,0.086470,0.217051
5169,0,愛知,2020-11-06,2026-08-09,86,463,4,17,16,98,1,0.009795,0.018671,-0.025617,-0.010101,0.067005,0.004996
5170,0,岡山,2020-11-21,2026-08-11,155,741,7,59,35,251,1,-0.034461,-0.008454,-0.112925,-0.067377,0.381377,0.200125
5171,0,滋賀,2020-11-18,2025-10-15,78,518,1,31,9,117,1,-0.047025,-0.016472,-0.110484,-0.047656,0.471191,0.228465
5172,0,徳島,2020-11-13,2026-07-26,64,713,6,62,21,246,1,0.006793,0.029835,-0.016896,0.034313,0.059059,-0.143330
5173,0,香川,2020-11-26,2026-08-04,31,679,1,79,6,226,1,-0.084090,-0.073981,-0.139294,-0.121208,0.438976,0.364162
5174,0,静岡,2020-11-24,2026-08-11,190,669,35,87,96,272,1,0.054166,0.051921,0.098686,0.083248,-0.367029,-0.307109
5175,0,東京,2020-11-11,2026-08-11,148,411,8,23,32,117,1,-0.001907,0.017770,-0.068455,-0.023184,0.323683,0.148945
5176,0,山口,2021-05-28,2026-08-11,70,239,3,1,7,15,1,0.038673,0.042832,0.037238,0.047146,-0.126778,-0.165708
5177,0,福岡,2021-05-25,2026-08-11,180,557,5,26,31,142,1,-0.018901,-0.001959,-0.082715,-0.051904,0.379553,0.255754
5178,0,愛知,2021-05-13,2026-08-09,127,734,0,29,17,171,1,-0.039510,-0.010842,-0.099112,-0.047714,0.450514,0.251738
5179,0,兵庫,2021-05-14,2026-08-11,170,520,14,33,48,115,1,0.018891,0.009332,0.061199,0.032056,-0.222511,-0.112696
5180,0,山口,2021-05-27,2026-08-05,46,283,2,10,12,54,1,0.008143,-0.020498,0.070057,0.024226,-0.231449,-0.052235
5181,0,岡山,2021-05-08,2026-08-11,125,712,8,58,40,242,1,-0.017461,-0.019985,-0.019888,-0.024115,0.145899,0.162167
5182,0,埼玉,2021-05-21,2026-08-05,185,633,11,44,42,185,1,-0.010051,-0.007159,-0.065232,-0.055432,0.315734,0.280339
5183,0,三重,2021-05-21,2026-08-10,119,548,4,38,31,167,1,-0.035730,-0.013854,-0.044240,0.011927,0.276529,0.063199
5184,0,群馬,2021-05-13,2026-08-02,124,407,2,15,13,57,1,-0.020726,-0.044457,-0.035210,-0.060453,0.142387,0.250013
5185,0,福井,2021-05-09,2026-08-09,113,652,7,66,40,251,1,-0.039280,-0.025132,-0.030987,-0.004135,0.196455,0.089878
5186,0,東京,2021-05-03,2026-08-09,164,489,13,29,55,136,1,0.019964,0.045484,0.057247,0.111239,-0.099955,-0.309675
5187,0,福井,2021-05-09,2026-07-21,96,597,3,37,19,180,1,-0.030727,-0.007804,-0.103591,-0.049953,0.529418,0.324296
5188,0,兵庫,2021-06-18,2026-08-11,165,634,20,81,59,254,1,-0.006548,-0.000079,-0.043055,-0.024779,0.262919,0.192718
5189,0,岡山,2021-05-27,2026-08-11,134,663,18,44,58,205,1,0.067963,0.052127,0.123635,0.103461,-0.357241,-0.273832
5190,0,東京,2021-05-20,2026-08-09,131,441,10,28,32,135,1,0.012844,0.031885,-0.061848,-0.016898,0.244102,0.071773
5191,0,埼玉,2021-05-01,2026-08-08,354,616,68,150,161,368,1,-0.051416,-0.018902,-0.142600,-0.097414,0.411531,0.227930
5192,0,福岡,2021-06-24,2026-06-21,135,486,12,32,36,131,1,0.023045,0.022535,-0.002881,0.007903,-0.037860,-0.076252
5193,0,福岡,2021-05-15,2026-08-11,117,523,17,82,52,248,1,-0.011489,0.011668,-0.029743,0.003291,0.188753,0.053332
5194,0,埼玉,2021-05-21,2026-07-30,174,612,12,44,45,184,1,-0.002930,0.008468,-0.042033,-0.027497,0.187232,0.126938
5195,0,長崎,2021-05-06,2026-07-24,218,467,16,40,76,149,1,-0.012259,-0.002806,0.029566,0.031206,0.003310,-0.009786
5196,0,愛知,2021-05-28,2026-07-23,166,655,23,126,72,342,1,-0.053812,-0.040595,-0.088402,-0.069213,0.276593,0.196929
5197,0,愛知,2021-05-13,2026-08-11,112,624,11,100,42,274,1,-0.062042,-0.039545,-0.064103,-0.037679,0.272436,0.162507
5198,0,福岡,2021-05-15,2026-08-11,112,560,2,37,29,147,1,-0.048214,-0.041073,-0.003571,0.014636,0.167857,0.093443
5199,0,徳島,2021-05-15,2026-08-10,50,579,8,43,17,175,1,0.085734,0.115508,0.037755,0.083890,-0.066425,-0.251963
5200,0,福岡,2021-05-15,2026-08-11,72,285,0,2,2,21,1,-0.007018,0.017663,-0.045906,-0.015961,0.236842,0.114996
5201,0,東京,2021-05-20,2026-08-04,57,515,3,57,14,198,1,-0.058048,-0.010137,-0.138852,-0.033922,0.727065,0.320614
5202,0,大阪,2021-05-09,2024-09-03,76,335,1,14,7,72,1,-0.028633,0.018588,-0.122820,-0.029863,0.435389,0.074129
5203,0,福岡,2021-05-24,2026-08-11,125,609,5,36,34,181,1,-0.019113,0.004834,-0.025209,0.006840,0.180479,0.054742
5204,0,三重,2021-11-27,2026-08-11,77,436,2,23,15,105,1,-0.026778,-0.020992,-0.046020,-0.034303,-0.008072,-0.052917
5205,0,静岡,2021-11-23,2026-08-11,182,560,16,104,64,301,1,-0.097802,-0.052271,-0.185852,-0.102061,0.759753,0.428743
5206,0,岡山,2021-11-09,2026-07-12,170,619,6,48,32,183,1,-0.042250,-0.018427,-0.107403,-0.068328,0.411366,0.255240
5207,0,福岡,2021-11-12,2026-07-28,83,378,4,37,21,102,1,-0.049691,-0.024691,-0.016829,0.031179,0.365175,0.180437
5208,0,長崎,2021-11-20,2026-08-11,221,459,10,24,39,103,1,-0.007039,0.027143,-0.047930,0.005616,0.078264,-0.136537
5209,0,福岡,2021-11-24,2026-08-10,142,339,2,12,21,58,1,-0.021314,0.008056,-0.023204,0.025142,0.194877,0.002017
5210,0,福岡,2021-11-24,2026-08-11,133,486,7,37,29,172,1,-0.023500,0.013959,-0.135864,-0.065760,0.586714,0.311339
5211,0,愛知,2021-11-20,2026-08-04,118,508,1,17,12,107,1,-0.024990,-0.012579,-0.108935,-0.076538,0.483585,0.362712
5212,0,福岡,2021-11-12,2026-08-11,103,570,4,63,27,219,1,-0.071691,-0.027093,-0.122075,-0.051859,0.438648,0.158049
5213,0,群馬,2021-12-14,2026-07-23,165,620,13,68,45,229,1,-0.030890,-0.028575,-0.096628,-0.085838,0.288221,0.249056
5214,0,佐賀,2021-11-27,2026-08-11,227,422,11,20,44,125,1,0.001065,0.038416,-0.102376,-0.031349,0.484895,0.205796
5215,0,香川,2021-11-27,2025-06-06,10,168,0,6,0,40,0,,,,,,
5216,0,群馬,2021-11-03,2026-08-11,319,466,34,84,102,225,1,-0.073674,-0.030253,-0.163083,-0.087789,0.691223,0.389907
5217,0,岡山,2021-11-09,2026-07-24,148,640,27,137,87,372,1,-0.031630,-0.010747,0.006588,0.043329,0.053083,-0.091511
5218,0,香川,2021-11-27,2026-07-24,52,691,10,101,25,314,1,0.046143,0.025208,0.026355,-0.020837,-0.248191,-0.067989
5219,0,福岡,2021-11-16,2026-08-11,135,366,6,29,37,100,1,-0.034791,-0.012708,0.000850,0.043847,0.152034,-0.019475
5220,0,埼玉,2021-11-07,2026-08-01,249,548,28,102,104,269,1,-0.073682,-0.031982,-0.073205,-0.003574,0.388664,0.109902
5221,0,大阪,2021-11-10,2026-07-23,184,626,36,123,91,338,1,-0.000833,-0.011386,-0.045371,-0.059822,0.137345,0.196329
5222,0,広島,2021-11-16,2026-08-04,100,579,18,65,45,272,1,0.067737,0.037235,-0.019775,-0.054505,-0.203661,-0.056802
5223,0,福岡,2021-11-16,2026-08-11,134,535,4,40,23,152,1,-0.044916,0.003062,-0.112470,-0.025056,0.517980,0.173841
5224,0,香川,2021-11-05,2026-08-09,61,681,9,105,28,369,1,-0.006644,-0.010691,-0.082834,-0.089008,0.090922,0.116846
5225,0,埼玉,2021-11-27,2025-01-15,242,75,1,0,7,1,1,0.004132,-0.005618,0.015592,-0.001708,-0.074435,-0.004087
5226,0,東京,2021-11-07,2026-08-11,117,397,14,75,38,212,1,-0.069259,-0.025988,-0.209219,-0.127958,0.784559,0.464880
5227,0,福岡,2021-11-07,2026-07-28,69,312,4,5,9,34,1,0.041945,0.046643,0.021460,0.013619,-0.007386,0.015885
5228,0,東京,2021-11-20,2026-08-11,79,466,10,79,34,222,1,-0.042946,-0.018354,-0.046015,0.006726,0.101999,-0.103148
5229,0,滋賀,2021-11-23,2026-08-03,161,547,10,67,39,222,1,-0.060374,-0.024237,-0.163614,-0.094080,0.845935,0.572462
5230,0,愛知,2021-11-13,2026-08-11,78,437,5,22,15,83,1,0.013759,0.029718,0.002376,0.029135,0.034677,-0.068896
5231,0,山口,2021-11-16,2026-07-30,69,433,6,37,18,116,1,0.001506,0.002580,-0.007029,-0.005015,0.034609,0.025990
5232,0,愛知,2022-05-13,2026-08-11,87,528,3,43,24,179,1,-0.046957,-0.029373,-0.063153,-0.045937,0.373694,0.299706
5233,0,大阪,2022-05-20,2023-05-04,17,101,0,1,1,6,0,,,,,,
5234,0,群馬,2022-05-02,2026-08-11,243,455,38,72,96,222,1,-0.001863,0.025759,-0.092850,-0.034629,0.312549,0.086694
5235,0,大阪,2022-05-20,2026-08-09,106,283,2,13,11,28,1,-0.027068,-0.001292,0.004834,0.059574,0.085106,-0.129152
5236,0,岡山,2022-05-28,2025-11-23,116,429,0,10,9,52,1,-0.023310,-0.007729,-0.043626,-0.002161,0.232497,0.071103
5236,1,広島,2025-12-10,2026-07-27,33,105,1,7,15,39,1,-0.036364,-0.036446,0.083117,0.101063,-0.396537,-0.462948
5237,0,福岡,2022-05-19,2026-08-05,75,303,2,21,11,78,1,-0.042640,0.004784,-0.110759,-0.041426,0.478812,0.198062
5238,0,山口,2022-05-16,2026-07-28,63,480,9,50,23,160,1,0.038690,0.019233,0.031746,-0.002385,-0.156250,-0.020464
5239,0,福岡,2022-05-06,2026-07-28,53,362,4,38,14,152,1,-0.029501,0.010831,-0.155739,-0.077698,0.555509,0.260296
5240,0,福岡,2022-05-06,2026-07-26,82,404,3,31,16,119,1,-0.040147,0.004361,-0.099433,-0.033790,0.456411,0.192112
5241,0,香川,2022-05-16,2026-07-30,57,607,1,49,7,198,1,-0.063181,-0.023705,-0.203387,-0.141311,1.001792,0.754426
5242,0,埼玉,2022-05-26,2026-07-13,241,277,6,8,31,65,1,-0.003985,0.021843,-0.106026,-0.050715,0.317525,0.105063
5243,0,広島,2022-05-14,2026-08-04,153,540,9,59,30,200,1,-0.050436,0.002358,-0.174292,-0.087019,0.775381,0.427059
5244,0,福岡,2022-05-19,2026-08-09,82,406,4,18,8,86,1,0.004446,0.031767,-0.114262,-0.063382,0.395951,0.198294
5245,0,愛知,2022-05-13,2026-08-08,89,502,5,39,12,153,1,-0.021509,0.007477,-0.169949,-0.130930,0.428511,0.272383
5246,0,埼玉,2022-05-26,2026-08-09,151,402,13,47,48,151,1,-0.030823,-0.011447,-0.057741,-0.028119,0.220125,0.101113
5247,0,兵庫,2022-05-21,2026-08-11,237,438,5,18,46,107,1,-0.019999,0.003519,-0.050199,-0.002787,0.118924,-0.062548
