toban,stint,branch,firstDate,lastDate,nHome,nNon,winsHome,winsNon,top3Home,top3Non,eligible,winDiff,winDiffCourseAdj,top3Diff,top3DiffCourseAdj,meanFinishDiff,meanFinishDiffCourseAdj
3717,0,岡山,2016-11-03,2026-08-11,267,2087,60,514,158,1333,1,-0.021567,-0.026928,-0.046956,-0.053026,0.216934,0.243712
3718,0,静岡,2016-11-01,2026-08-05,413,1543,61,179,198,631,1,0.031692,0.020387,0.070475,0.060990,-0.189607,-0.147841
3719,0,広島,2016-11-03,2026-08-02,437,2016,163,509,342,1374,1,0.120518,0.088068,0.101061,0.066641,-0.403240,-0.256069
3721,0,滋賀,2016-11-03,2026-08-09,471,1801,184,604,375,1226,1,0.055289,0.043568,0.115445,0.094145,-0.400899,-0.317186
3722,0,福岡,2016-11-01,2026-08-11,349,1271,16,63,104,395,1,-0.003722,0.001482,-0.012785,-0.012992,0.073678,0.068931
3723,0,山口,2016-11-03,2021-12-25,252,652,22,37,79,190,1,0.030553,0.010936,0.022081,0.004300,-0.092073,-0.014912
3725,0,大阪,2016-11-01,2023-08-11,196,1330,27,156,83,591,1,0.020462,0.014885,-0.020892,-0.028795,0.127712,0.159030
3726,0,福岡,2016-11-01,2026-07-31,685,1729,121,254,374,873,1,0.029737,0.013113,0.041069,0.021788,-0.219778,-0.138726
3729,0,佐賀,2016-11-01,2020-07-11,133,590,12,28,61,226,1,0.042768,0.050748,0.075596,0.093734,-0.233389,-0.304071
3730,0,愛知,2016-11-03,2026-08-11,563,1818,85,206,263,768,1,0.037666,0.029673,0.044698,0.031174,-0.175932,-0.123671
3731,0,広島,2016-11-01,2026-08-11,0,2418,0,469,0,1281,0,,,,,,
3734,0,福岡,2016-11-10,2023-06-11,293,872,41,119,144,366,1,0.003464,0.005401,0.071743,0.064956,-0.204610,-0.182579
3736,0,大阪,2016-11-06,2025-08-14,270,1757,41,262,136,953,1,0.002734,-0.002216,-0.038698,-0.046453,0.120639,0.152171
3737,0,広島,2016-11-07,2026-08-06,248,2194,64,631,180,1631,1,-0.029538,-0.027138,-0.017585,-0.015241,0.106213,0.097547
3740,0,群馬,2016-11-01,2026-08-11,463,2088,115,454,313,1283,1,0.030947,0.019318,0.061562,0.049914,-0.168148,-0.117676
3741,0,福岡,2016-11-03,2026-07-31,524,1547,41,116,195,548,1,0.003260,0.007773,0.017903,0.019534,-0.062915,-0.073224
3742,0,福岡,2016-11-01,2026-08-05,498,1669,60,200,249,789,1,0.000650,-0.006200,0.027262,0.007734,-0.125169,-0.053342
3743,0,徳島,2016-11-03,2026-08-10,768,1927,245,589,542,1370,1,0.013354,0.007172,-0.005220,-0.011212,0.007244,0.032983
3744,0,静岡,2016-11-09,2026-08-11,513,2178,199,674,371,1377,1,0.078456,0.063793,0.090965,0.069762,-0.365247,-0.278290
3745,0,兵庫,2016-11-01,2026-08-09,323,2001,48,318,183,1193,1,-0.010314,-0.019516,-0.029638,-0.042096,0.143181,0.192873
3746,0,岡山,2016-11-01,2026-08-11,574,2418,130,497,361,1472,1,0.020939,0.014764,0.020152,0.007801,-0.080180,-0.031090
3747,0,福岡,2016-11-01,2026-08-10,669,1797,126,344,363,977,1,-0.003089,-0.005331,-0.001083,-0.004839,0.023677,0.038905
3748,0,埼玉,2016-11-03,2026-07-23,312,1584,20,101,128,535,1,0.000340,-0.019901,0.072504,0.047192,-0.209110,-0.104266
3750,0,徳島,2016-11-06,2020-04-03,151,589,7,28,43,183,1,-0.001181,-0.022251,-0.025928,-0.048407,-0.043446,0.053513
3752,0,福岡,2016-11-03,2026-08-11,564,1512,62,151,262,667,1,0.010061,0.013835,0.023401,0.023918,-0.078310,-0.083268
3753,0,香川,2016-11-01,2024-01-03,315,1149,45,103,114,383,1,0.053214,0.034795,0.028571,0.011629,-0.204940,-0.130826
3755,0,長崎,2016-11-01,2021-11-24,209,715,27,45,89,257,1,0.066250,0.047718,0.066397,0.053828,-0.297240,-0.239289
3757,0,広島,2016-11-03,2026-08-10,351,1912,61,306,207,1047,1,0.013747,0.003619,0.042149,0.029527,-0.173050,-0.119516
3759,0,福井,2016-11-12,2019-12-18,85,396,6,36,32,125,1,-0.020321,-0.023092,0.060814,0.043315,-0.203060,-0.136190
3761,0,滋賀,2016-11-07,2026-07-29,447,1784,74,267,241,933,1,0.015884,0.012475,0.016168,0.019163,-0.087696,-0.095339
3762,0,福井,2016-11-01,2020-08-13,114,481,4,20,25,146,1,-0.006492,-0.010204,-0.084236,-0.096634,0.234088,0.284209
3764,0,愛知,2016-11-03,2017-06-01,19,63,1,2,2,15,0,,,,,,
3768,0,東京,2016-11-18,2017-04-30,36,35,0,0,11,3,1,0.000000,-0.033046,0.219841,0.171420,-1.033333,-0.835215
3769,0,滋賀,2016-11-03,2026-08-11,84,1977,22,318,58,1114,1,0.101055,0.077422,0.126996,0.107978,-0.588536,-0.504430
3771,0,東京,2016-11-03,2026-08-09,670,1591,108,244,383,908,1,0.007831,0.010192,0.000932,0.002056,0.004444,-0.001791
3772,0,埼玉,2016-11-03,2026-08-09,375,1769,59,247,186,895,1,0.017706,0.015009,-0.009936,-0.017901,-0.068724,-0.039088
3773,0,長崎,2016-11-06,2026-08-11,349,1591,69,224,175,694,1,0.056916,0.036057,0.065229,0.040780,-0.318954,-0.217148
3775,0,岡山,2016-11-01,2026-08-03,335,1891,45,182,142,745,1,0.038083,0.019362,0.029909,0.012084,-0.151892,-0.074534
3776,0,愛知,2016-11-03,2026-08-08,448,1775,46,122,190,665,1,0.033946,0.030761,0.049459,0.050747,-0.147757,-0.149541
3777,0,長崎,2016-11-03,2026-08-10,535,1921,131,381,338,1071,1,0.046526,0.018858,0.074254,0.046219,-0.277408,-0.157140
3778,0,埼玉,2016-11-15,2026-08-05,177,1080,18,78,66,354,1,0.029473,0.002778,0.045104,0.019816,-0.197505,-0.086865
3779,0,愛知,2016-11-09,2017-03-30,35,92,18,39,28,61,1,0.090373,0.056657,0.136957,0.090960,-0.301242,-0.117306
3779,1,長崎,2017-04-04,2026-08-02,473,1895,218,531,372,1118,1,0.180677,0.125388,0.196496,0.127434,-0.828061,-0.545541
3780,0,兵庫,2016-11-09,2024-12-16,349,1716,117,409,270,1119,1,0.096899,0.062928,0.121541,0.078560,-0.519939,-0.343772
3781,0,福井,2016-11-01,2023-11-29,283,1054,32,142,125,455,1,-0.021651,-0.021095,0.010007,0.013380,-0.117898,-0.129183
3782,0,福岡,2016-11-03,2018-09-02,78,318,20,82,45,186,1,-0.001451,-0.014118,-0.007983,-0.011690,0.033866,0.060164
3783,0,福岡,2016-11-03,2026-08-11,734,1620,237,418,536,1028,1,0.064864,0.036097,0.095677,0.062352,-0.327896,-0.187215
3784,0,佐賀,2016-11-03,2026-08-11,364,1867,82,311,219,997,1,0.058697,0.035703,0.067637,0.041087,-0.264800,-0.153893
3787,0,岡山,2016-11-03,2026-08-11,312,1516,49,138,147,543,1,0.066022,0.044402,0.112974,0.099096,-0.435711,-0.369077
3788,0,徳島,2016-11-01,2026-08-03,301,1741,91,446,201,1079,1,0.046151,0.042657,0.048015,0.044807,-0.164964,-0.150579
3789,0,福岡,2016-11-09,2021-11-22,161,561,11,23,51,165,1,0.027325,0.030764,0.022653,0.024402,-0.144773,-0.153543
3790,0,群馬,2016-11-07,2026-08-09,408,1772,59,211,222,858,1,0.025533,0.006393,0.059919,0.040914,-0.185898,-0.103072
3791,0,群馬,2016-11-01,2019-12-16,117,466,8,28,44,148,1,0.008290,-0.006325,0.058472,0.042327,-0.169821,-0.102059
3792,0,東京,2016-11-12,2026-07-27,547,1486,121,338,371,969,1,-0.006250,0.000812,0.026159,0.033042,-0.072789,-0.102265
3793,0,埼玉,2016-11-05,2026-07-26,248,1239,35,132,131,543,1,0.034592,0.011969,0.089969,0.055746,-0.315955,-0.177967
3794,0,佐賀,2016-11-01,2019-06-17,76,276,5,13,23,67,1,0.018688,0.016531,0.059878,0.062960,-0.286613,-0.295035
3795,0,兵庫,2016-11-09,2021-08-27,194,905,47,300,134,663,1,-0.089224,-0.080726,-0.041875,-0.035415,0.303537,0.273776
3796,0,静岡,2016-11-03,2026-08-11,395,1869,59,236,192,957,1,0.023096,0.013903,-0.025963,-0.033033,-0.010094,0.021871
3797,0,広島,2016-11-07,2026-08-09,420,1710,46,87,170,592,1,0.058647,0.047728,0.058563,0.049397,-0.244027,-0.201882
3798,0,岡山,2016-11-01,2017-11-27,0,211,0,9,0,80,0,,,,,,
3799,0,愛知,2017-02-04,2019-12-15,147,479,26,85,74,247,1,-0.000582,-0.006840,-0.012256,-0.010924,-0.010850,-0.012148
3800,0,東京,2016-11-01,2026-08-11,421,1523,80,286,237,874,1,0.002236,0.006542,-0.010922,-0.008210,0.035567,0.022593
3801,0,大阪,2016-11-03,2026-07-24,209,1799,48,371,108,967,1,0.023439,0.011056,-0.020774,-0.032115,0.005801,0.055570
3802,0,岡山,2016-12-10,2025-06-27,174,1650,29,211,76,742,1,0.038788,0.034884,-0.012915,-0.010989,0.052769,0.049455
3804,0,福岡,2016-11-01,2026-08-08,636,1548,86,197,304,711,1,0.007959,0.005160,0.018685,0.015975,0.000695,0.013219
3805,0,東京,2016-11-03,2026-08-11,438,1778,81,360,247,1057,1,-0.017543,-0.007327,-0.030561,-0.020803,0.115034,0.072466
3807,0,埼玉,2016-11-03,2026-08-05,349,1867,44,246,174,849,1,-0.005688,-0.016183,0.043827,0.029936,-0.131316,-0.074532
3808,0,埼玉,2016-11-07,2026-08-09,211,1641,24,140,87,564,1,0.028430,0.005711,0.068629,0.045098,-0.314760,-0.211383
3809,0,佐賀,2016-11-12,2026-08-11,414,1639,46,205,214,809,1,-0.013965,-0.035543,0.023315,0.002861,-0.112953,-0.023505
3811,0,静岡,2016-11-09,2026-08-08,555,2145,110,505,343,1357,1,-0.037233,-0.035487,-0.014616,-0.016338,0.120015,0.124049
3812,0,東京,2016-11-01,2026-08-08,671,1375,72,92,287,556,1,0.040393,0.014429,0.023356,0.006522,-0.137490,-0.059915
3813,0,愛知,2016-11-03,2026-07-28,470,2031,92,476,316,1394,1,-0.038623,-0.052069,-0.014021,-0.030937,0.122390,0.191852
3814,0,福井,2016-11-03,2026-08-10,599,1951,91,280,336,988,1,0.008404,-0.001335,0.054528,0.044691,-0.122915,-0.080059
3815,0,岡山,2016-11-07,2023-08-22,146,1338,38,243,90,663,1,0.078660,0.061314,0.120923,0.110199,-0.403731,-0.356353
3817,0,兵庫,2016-11-03,2018-07-14,43,150,7,8,23,47,1,0.109457,0.063090,0.221550,0.170423,-0.764806,-0.550634
3818,0,長崎,2016-11-05,2019-06-19,82,271,6,15,28,65,1,0.017820,0.019895,0.101611,0.080907,-0.323418,-0.254494
3819,0,滋賀,2016-11-06,2022-06-02,201,694,16,28,67,214,1,0.039256,0.017013,0.024976,-0.003887,-0.114815,0.003317
3820,0,徳島,2016-11-05,2026-05-13,419,1337,26,73,175,471,1,0.007453,-0.020107,0.065380,0.032990,-0.169233,-0.034744
3822,0,岡山,2016-11-05,2026-08-11,426,2193,130,658,312,1525,1,0.005119,-0.004021,0.037000,0.028589,-0.114420,-0.077337
3823,0,三重,2016-11-05,2022-03-02,256,964,37,146,109,469,1,-0.006921,-0.009560,-0.060733,-0.061427,0.217356,0.223549
3824,0,広島,2016-11-07,2019-04-18,66,319,3,5,20,74,1,0.029781,0.028497,0.071055,0.069355,-0.121212,-0.115240
3825,0,福岡,2016-11-12,2026-08-11,666,1278,79,142,223,420,1,0.007508,0.007681,0.006196,-0.000559,-0.015480,0.007069
3826,0,東京,2016-11-01,2026-08-11,616,1772,133,392,385,1173,1,-0.005310,0.003011,-0.036964,-0.033582,0.065232,0.045421
3827,0,群馬,2016-11-09,2026-08-11,369,1389,24,84,148,464,1,0.004565,-0.004180,0.067031,0.059156,-0.198429,-0.164378
3828,0,兵庫,2016-11-06,2026-08-11,323,2039,74,378,203,1253,1,0.043717,0.032264,0.013966,-0.000919,-0.039633,0.020919
3829,0,福岡,2016-11-01,2020-04-27,104,400,4,14,26,107,1,0.003462,0.016096,-0.017500,0.004616,-0.013462,-0.101386
3830,0,群馬,2016-11-12,2018-09-05,32,76,0,2,5,11,1,-0.026316,-0.017597,0.011513,0.015526,-0.108553,-0.124616
3831,0,愛知,2016-11-06,2026-08-11,476,1489,63,217,211,659,1,-0.013382,-0.025277,0.000698,-0.014796,-0.021072,0.042441
3832,0,香川,2016-11-06,2026-08-01,382,1868,44,224,189,935,1,-0.004731,-0.005586,-0.005771,-0.005295,0.052656,0.052117
3833,0,福井,2016-11-10,2026-08-03,617,1925,205,577,433,1312,1,0.032513,0.029966,0.020224,0.016251,-0.129884,-0.114058
3834,0,岡山,2016-11-06,2026-08-09,155,1724,28,227,73,746,1,0.048975,0.018585,0.038253,0.012349,-0.194001,-0.076407
3835,0,兵庫,2016-11-06,2019-03-22,65,288,7,17,16,69,1,0.048665,0.036741,0.006571,-0.020566,-0.142201,-0.041599
3837,0,香川,2016-12-01,2026-08-01,455,2062,110,501,308,1298,1,-0.001210,0.001489,0.047437,0.043109,-0.097250,-0.084854
3838,0,埼玉,2016-11-01,2026-08-11,114,2394,25,531,68,1447,1,-0.002506,0.005102,-0.007937,-0.007296,0.081036,0.071958
3839,0,静岡,2016-11-25,2026-08-03,371,1731,32,128,134,623,1,0.012308,0.012624,0.001278,0.016119,-0.038323,-0.090922
3841,0,徳島,2016-11-06,2026-08-10,578,2011,131,474,389,1333,1,-0.009060,-0.002711,0.010156,0.012315,-0.003918,-0.015090
3842,0,三重,2016-11-16,2026-08-09,421,1948,95,398,254,1121,1,0.021341,0.005836,0.027863,0.016982,-0.072131,-0.021055
3843,0,長崎,2016-11-06,2026-08-10,495,1826,92,264,258,896,1,0.041280,0.020618,0.030522,0.007739,-0.125119,-0.028489
3845,0,兵庫,2016-11-03,2026-08-05,67,1852,35,492,55,1199,1,0.256729,0.211951,0.173487,0.141499,-0.800490,-0.650358
3846,0,山口,2016-12-01,2021-12-19,294,649,11,38,98,210,1,-0.021137,-0.022574,0.009759,0.009137,0.060931,0.061880
3847,0,静岡,2016-11-05,2019-06-09,79,353,13,15,29,94,1,0.122064,0.092348,0.100800,0.080903,-0.404920,-0.310635
3848,0,愛知,2016-12-05,2026-08-11,504,1644,98,242,265,804,1,0.047242,0.036181,0.036743,0.036082,-0.107273,-0.096317
3849,0,香川,2016-11-03,2026-06-04,511,1819,161,577,326,1180,1,-0.002139,0.002942,-0.010743,-0.004910,0.030225,0.005698
3850,0,群馬,2016-11-01,2026-08-11,366,1833,29,229,156,865,1,-0.045697,-0.052384,-0.045674,-0.054545,0.146857,0.184658
3851,0,福岡,2016-11-09,2026-03-05,432,1096,32,113,141,328,1,-0.029028,-0.030424,0.027119,0.014124,-0.078045,-0.033909
3852,0,三重,2016-11-09,2026-08-11,455,1640,91,221,233,789,1,0.065244,0.053196,0.030990,0.009078,-0.204168,-0.116550
3853,0,福岡,2016-11-05,2026-08-10,836,1779,199,379,539,1036,1,0.024997,0.007365,0.062387,0.045267,-0.240112,-0.165786
3854,0,兵庫,2016-11-09,2026-08-11,447,1916,195,518,362,1264,1,0.165887,0.132103,0.150136,0.110736,-0.613665,-0.448590
3855,0,香川,2016-11-03,2025-07-29,312,1386,20,84,111,497,1,0.003497,-0.005561,-0.002817,-0.013910,-0.096806,-0.048500
3856,0,愛知,2016-11-10,2020-06-22,144,244,9,11,39,47,1,0.017418,0.012478,0.078210,0.088741,-0.145833,-0.179135
3857,0,東京,2016-11-12,2026-08-11,584,1152,55,95,277,446,1,0.011713,0.007622,0.087162,0.081843,-0.287933,-0.266411
3858,0,佐賀,2016-11-12,2022-03-24,182,845,27,104,103,354,1,0.025275,0.000178,0.146999,0.118351,-0.428233,-0.308623
3859,0,東京,2016-11-09,2026-08-11,428,1178,38,102,173,435,1,0.002198,-0.016596,0.034936,0.023121,-0.077095,-0.019891
3860,0,埼玉,2016-11-01,2026-08-11,329,1727,28,113,158,717,1,0.019675,0.000735,0.065072,0.050521,-0.207965,-0.141334
3862,0,滋賀,2016-11-15,2018-11-24,45,281,5,42,19,121,1,-0.038355,-0.025060,-0.008383,0.002695,0.042072,-0.008841
3863,0,東京,2016-11-07,2026-08-08,721,1473,120,154,367,647,1,0.061887,0.046397,0.069776,0.053621,-0.262360,-0.192761
3864,0,山口,2016-11-01,2017-06-21,29,87,1,2,5,30,1,0.011494,-0.020241,-0.172414,-0.199943,0.172414,0.296269
3865,0,埼玉,2016-11-09,2020-05-18,136,570,20,50,56,209,1,0.059340,0.035059,0.045098,0.023273,-0.258617,-0.163202
3866,0,岡山,2016-11-03,2026-07-22,255,1240,26,83,86,447,1,0.035025,0.007362,-0.023229,-0.040261,0.006183,0.087428
3867,0,愛知,2016-11-01,2026-08-11,343,1319,33,100,126,462,1,0.020395,0.008497,0.017082,0.007051,-0.055931,-0.011299
3868,0,東京,2016-11-01,2026-08-05,752,1552,125,181,405,720,1,0.049600,0.035793,0.074646,0.062554,-0.296899,-0.243146
3869,0,福岡,2016-11-07,2026-07-31,327,1195,39,84,146,459,1,0.048973,0.051104,0.062383,0.067313,-0.230269,-0.250332
3870,0,福井,2016-11-07,2026-08-05,545,1549,63,175,245,630,1,0.002620,-0.003182,0.042827,0.030486,-0.154576,-0.107333
3871,0,長崎,2016-11-03,2026-07-12,274,1467,42,184,143,700,1,0.027859,0.009448,0.044734,0.019508,-0.177984,-0.073550
3872,0,大阪,2016-11-01,2026-08-11,151,2573,40,621,110,1667,1,0.023548,0.018733,0.080595,0.063409,-0.275891,-0.213065
3873,0,広島,2016-11-07,2026-08-04,220,2229,42,419,151,1324,1,0.002932,-0.012129,0.092375,0.070780,-0.233845,-0.146839
3874,0,岡山,2016-11-03,2026-08-11,477,2171,115,566,312,1417,1,-0.019619,-0.027417,0.001393,-0.003834,0.023225,0.047337
3875,0,山口,2016-11-07,2026-08-08,336,1649,44,189,143,653,1,0.016337,0.007484,0.029598,0.021108,-0.214500,-0.179702
3876,0,福岡,2016-11-03,2026-08-11,679,1798,263,643,490,1293,1,0.029715,0.020826,0.002517,-0.008148,-0.113978,-0.070177
3877,0,東京,2016-11-01,2023-03-19,421,936,45,96,208,457,1,0.004324,-0.015257,0.005814,-0.015204,0.022482,0.111999
3877,1,三重,2023-04-06,2024-09-30,31,292,2,31,14,139,1,-0.041648,-0.031057,-0.024414,-0.019729,0.185152,0.164900
3878,0,山口,2016-11-01,2026-08-08,537,1379,59,118,237,549,1,0.024300,0.016745,0.043226,0.035154,-0.166465,-0.132657
3879,0,岡山,2016-11-01,2022-12-27,258,1132,9,59,73,355,1,-0.017236,-0.033341,-0.030659,-0.049398,0.132680,0.211047
3880,0,埼玉,2016-11-08,2026-07-28,212,2049,21,196,83,936,1,0.003400,-0.010163,-0.065299,-0.074068,0.165311,0.204704
3881,0,大阪,2016-11-03,2025-02-09,205,1922,34,258,108,940,1,0.031618,0.017361,0.037755,0.020388,-0.159316,-0.087411
3882,0,大阪,2016-11-01,2026-08-05,333,2147,65,378,173,1085,1,0.019136,0.004194,0.014163,-0.003435,-0.044586,0.030551
3883,0,広島,2016-11-09,2024-11-04,363,1147,38,69,137,352,1,0.044526,0.038102,0.070523,0.075556,-0.296591,-0.309155
3884,0,徳島,2016-11-01,2022-02-11,224,776,13,35,73,253,1,0.012933,-0.013132,-0.000138,-0.031210,-0.053894,0.075721
3885,0,愛知,2016-11-03,2026-08-11,433,1877,69,278,256,1005,1,0.011245,-0.002674,0.055795,0.036359,-0.178405,-0.098662
3887,0,兵庫,2016-11-09,2017-05-14,19,36,4,12,9,27,0,,,,,,
3888,0,東京,2016-11-08,2026-08-10,789,1886,188,385,530,1151,1,0.034141,0.040212,0.061450,0.064108,-0.217360,-0.231104
3889,0,群馬,2016-11-03,2026-08-09,320,1552,38,167,130,578,1,0.011147,-0.000002,0.033827,0.017266,-0.145296,-0.079157
3890,0,岡山,2016-11-01,2023-09-30,256,1306,58,201,157,712,1,0.072657,0.047576,0.068105,0.039693,-0.302049,-0.183272
3891,0,福井,2016-11-01,2026-08-09,330,1657,18,118,98,510,1,-0.016668,-0.014395,-0.010815,-0.005305,0.008588,-0.011070
3892,0,佐賀,2016-11-03,2026-08-10,387,1664,68,290,221,886,1,0.001432,-0.012423,0.038608,0.025165,-0.135772,-0.076426
3893,0,愛知,2016-11-07,2026-08-11,441,1623,83,220,245,848,1,0.052657,0.042925,0.033066,0.021935,-0.212674,-0.166407
3894,0,静岡,2016-11-01,2020-09-17,71,639,19,113,46,295,1,0.090767,0.050824,0.186228,0.161995,-0.522692,-0.401998
3895,0,愛知,2016-11-01,2026-06-26,496,1334,66,140,204,586,1,0.028117,0.023779,-0.027990,-0.036633,0.057706,0.091742
3896,0,滋賀,2016-11-03,2026-08-11,384,1594,65,210,220,824,1,0.037527,0.024838,0.055978,0.042630,-0.155897,-0.098490
3897,0,山口,2016-12-01,2026-08-02,706,1673,350,526,616,1190,1,0.181345,0.135502,0.161224,0.109109,-0.675212,-0.457585
3898,0,福岡,2016-11-03,2026-08-08,674,1717,165,460,452,1238,1,-0.023102,-0.029504,-0.050402,-0.059219,0.065852,0.101556
3900,0,滋賀,2016-11-03,2026-08-11,354,2085,90,463,223,1344,1,0.032175,0.036161,-0.014661,-0.010131,-0.033102,-0.051240
3901,0,山口,2016-11-03,2026-08-11,771,1610,140,249,414,812,1,0.026924,0.017678,0.032617,0.022570,-0.052620,-0.009551
3902,0,東京,2016-11-07,2024-07-05,424,1291,95,233,270,732,1,0.043576,0.052869,0.069790,0.076100,-0.302786,-0.332327
3903,0,兵庫,2016-11-01,2024-10-25,262,994,83,357,180,714,1,-0.042361,-0.045420,-0.031287,-0.037142,0.168999,0.192378
3904,0,大阪,2016-11-01,2026-08-03,210,2154,31,412,133,1286,1,-0.043653,-0.049865,0.036305,0.025836,-0.056811,-0.013256
3905,0,愛知,2016-11-01,2026-08-11,463,1870,94,261,290,1024,1,0.063452,0.047194,0.078756,0.062637,-0.297445,-0.225748
3906,0,長崎,2016-11-05,2026-07-27,534,1882,95,256,274,833,1,0.041877,0.009690,0.070494,0.037140,-0.267275,-0.124156
3907,0,香川,2016-11-03,2026-08-08,498,2093,108,487,288,1250,1,-0.015813,-0.021833,-0.018916,-0.023025,0.086917,0.107539
3908,0,香川,2016-11-09,2026-08-08,358,1847,94,487,245,1188,1,-0.001101,-0.005993,0.041152,0.035532,-0.083136,-0.060289
3909,0,静岡,2016-11-01,2026-08-11,473,2079,152,643,336,1353,1,0.012070,0.020725,0.059566,0.066671,-0.198284,-0.229828
3910,0,香川,2016-11-03,2026-08-02,460,1552,67,163,176,627,1,0.040626,0.036623,-0.021386,-0.022516,-0.024423,-0.016453
3911,0,東京,2016-11-01,2026-08-10,638,1541,101,207,324,738,1,0.023979,0.007733,0.028927,0.013987,-0.128971,-0.065430
3912,0,福井,2016-11-22,2026-08-08,221,2094,40,464,118,1149,1,-0.040590,-0.036530,-0.014774,-0.015531,0.066683,0.064987
3915,0,大阪,2016-11-03,2026-08-04,323,2269,67,520,197,1444,1,-0.021746,-0.017878,-0.026497,-0.031059,0.127740,0.141887
3916,0,群馬,2016-11-23,2020-03-22,83,432,4,23,31,125,1,-0.005048,-0.018232,0.084142,0.058651,-0.394523,-0.291987
3918,0,滋賀,2016-11-03,2026-08-09,554,2202,131,490,357,1365,1,0.013937,0.016047,0.024513,0.031823,-0.088131,-0.115488
3919,0,岡山,2016-11-03,2024-04-12,8,1761,0,506,1,1020,0,,,,,,
3920,0,広島,2016-11-01,2026-05-29,514,1827,128,433,355,1154,1,0.012027,0.003204,0.059025,0.053024,-0.130041,-0.101541
3921,0,福井,2016-11-01,2026-02-04,411,1673,60,249,226,824,1,-0.002849,-0.012412,0.057350,0.046868,-0.190629,-0.146407
3922,0,愛知,2016-11-01,2026-08-05,393,1783,58,160,165,602,1,0.057846,0.038104,0.082214,0.057353,-0.323698,-0.220705
3924,0,東京,2016-11-23,2018-06-19,70,117,2,1,19,27,1,0.020024,0.002586,0.040659,0.031369,-0.206960,-0.160058
3925,0,山口,2016-11-01,2022-11-24,386,792,44,70,167,257,1,0.025606,0.008671,0.108148,0.091794,-0.263045,-0.192237
3926,0,佐賀,2016-11-01,2021-05-03,135,557,11,35,51,161,1,0.018645,0.006739,0.088729,0.071591,-0.344504,-0.274722
3927,0,岡山,2016-11-08,2016-11-13,8,0,1,0,2,0,0,,,,,,
3928,0,福岡,2016-11-12,2026-08-05,674,1413,70,116,242,524,1,0.021763,0.025974,-0.011792,-0.009697,0.024831,0.014391
3929,0,愛知,2016-11-08,2026-08-11,486,1859,83,268,242,898,1,0.026618,0.014006,0.014887,0.001616,-0.117847,-0.061306
3930,0,岡山,2016-12-21,2026-08-11,319,1931,78,353,195,953,1,0.061707,0.042362,0.117759,0.088402,-0.479137,-0.362067
3931,0,三重,2016-11-03,2026-08-05,404,1720,105,398,253,1021,1,0.028506,0.018261,0.032633,0.019723,-0.047985,0.006381
3932,0,静岡,2016-11-03,2026-07-29,322,1599,67,322,171,801,1,0.006699,0.000101,0.030118,0.028612,-0.149595,-0.136827
3933,0,岡山,2016-11-01,2026-08-11,479,2185,115,466,335,1378,1,0.026811,0.015993,0.068710,0.056437,-0.232229,-0.181934
3934,0,愛知,2016-11-15,2026-08-11,469,1951,61,244,254,1009,1,0.005000,-0.005719,0.024407,0.016017,-0.038409,0.000273
3935,0,岡山,2016-11-17,2026-08-11,359,1649,59,183,187,812,1,0.053369,0.040734,0.028472,0.014682,-0.175178,-0.115984
3936,0,長崎,2016-11-06,2021-08-11,219,691,28,69,95,230,1,0.027999,0.020030,0.100939,0.087978,-0.339419,-0.288684
3939,0,愛知,2016-11-07,2026-08-09,444,1553,98,342,300,991,1,0.000502,-0.008929,0.037556,0.020235,-0.059171,0.009540
3940,0,東京,2016-11-03,2026-08-10,854,1870,223,502,554,1186,1,-0.007325,-0.000069,0.014487,0.025584,-0.005404,-0.050322
3941,0,愛知,2016-11-03,2026-08-11,699,1696,328,478,596,1155,1,0.187402,0.153118,0.171632,0.125041,-0.730676,-0.539692
3942,0,山口,2016-11-03,2026-08-11,762,1645,301,361,585,976,1,0.175560,0.124310,0.174403,0.121106,-0.748616,-0.520417
3943,0,岡山,2016-12-09,2026-08-01,93,962,12,62,36,286,1,0.064583,0.042317,0.089799,0.073312,-0.340442,-0.263813
3944,0,長崎,2016-11-01,2026-06-22,585,1834,153,423,409,1216,1,0.030895,0.007322,0.036114,0.019121,-0.153976,-0.075417
3945,0,愛知,2016-11-12,2026-08-07,535,1310,65,114,221,493,1,0.034472,0.023518,0.036748,0.023273,-0.142855,-0.086408
3946,0,愛知,2016-11-09,2026-08-11,834,2101,247,610,633,1458,1,0.005825,-0.017968,0.065038,0.036234,-0.208171,-0.090087
3947,0,群馬,2016-11-05,2026-08-11,491,1553,75,171,249,718,1,0.042640,0.022480,0.044797,0.020627,-0.104338,-0.002960
3948,0,大阪,2016-11-06,2026-08-10,133,1671,7,148,53,653,1,-0.035938,-0.040714,0.007712,-0.002064,-0.062328,-0.024615
3949,0,岡山,2016-11-01,2026-08-11,332,1454,17,82,123,517,1,-0.005191,-0.021080,0.014911,-0.003418,-0.041576,0.037641
3950,0,大阪,2016-12-07,2026-08-10,117,1689,13,128,51,639,1,0.035327,0.025290,0.057567,0.034043,-0.333106,-0.243286
3951,0,大阪,2016-11-03,2026-07-14,313,2031,64,294,183,1104,1,0.059717,0.049238,0.041090,0.025576,-0.209739,-0.146596
3952,0,埼玉,2016-11-01,2026-07-28,540,2136,161,625,383,1445,1,0.005545,0.011961,0.032761,0.033711,-0.158697,-0.167416
3953,0,福岡,2016-11-08,2026-08-05,681,1101,85,114,275,443,1,0.021274,0.018607,0.001456,-0.003621,-0.055700,-0.036232
