toban,stint,branch,firstDate,lastDate,nHome,nNon,winsHome,winsNon,top3Home,top3Non,eligible,winDiff,winDiffCourseAdj,top3Diff,top3DiffCourseAdj,meanFinishDiff,meanFinishDiffCourseAdj
3955,0,徳島,2016-11-03,2026-08-03,369,2053,90,360,239,1196,1,0.068549,0.056719,0.065134,0.052063,-0.288129,-0.231738
3956,0,静岡,2016-11-01,2026-08-11,477,2105,152,498,321,1310,1,0.082079,0.078830,0.050628,0.048725,-0.255373,-0.246471
3957,0,愛知,2016-11-07,2026-08-08,543,2094,89,333,283,1171,1,0.004878,-0.001209,-0.038038,-0.044635,0.060312,0.088812
3959,0,静岡,2016-11-03,2026-08-11,515,2038,166,520,392,1301,1,0.067178,0.053004,0.122794,0.099112,-0.376779,-0.281618
3960,0,静岡,2016-11-03,2026-08-11,460,2032,169,524,354,1257,1,0.109517,0.084452,0.150963,0.117642,-0.529125,-0.393013
3961,0,山口,2016-11-03,2026-08-11,948,1787,285,414,664,1163,1,0.068960,0.042701,0.049611,0.027385,-0.258123,-0.159050
3963,0,大阪,2016-11-03,2026-08-09,403,2218,104,471,249,1325,1,0.045711,0.034117,0.020481,0.002116,-0.098948,-0.026793
3964,0,長崎,2016-11-03,2026-08-10,355,1654,32,83,142,573,1,0.039959,0.027831,0.053567,0.038549,-0.150546,-0.087910
3965,0,滋賀,2016-11-01,2026-08-09,557,1836,129,361,334,1035,1,0.034975,0.031309,0.035915,0.036594,-0.143349,-0.143244
3966,0,東京,2016-11-03,2026-08-11,759,1950,206,439,523,1270,1,0.046282,0.055265,0.037783,0.049533,-0.136185,-0.184326
3967,0,愛知,2016-11-01,2026-07-27,467,1728,53,181,215,807,1,0.008745,0.005474,-0.006628,-0.009782,-0.018424,-0.003126
3968,0,滋賀,2016-11-22,2026-08-11,62,2060,6,327,37,1218,1,-0.061964,-0.078796,0.005512,-0.011979,0.130238,0.201915
3970,0,群馬,2016-11-06,2024-03-27,203,1171,29,102,108,515,1,0.055752,0.041061,0.092225,0.069067,-0.340856,-0.246403
3973,0,群馬,2016-11-09,2026-08-11,433,1872,42,133,184,668,1,0.025951,0.024040,0.068105,0.067425,-0.254592,-0.250550
3974,0,佐賀,2016-11-01,2026-08-11,405,1439,42,121,161,520,1,0.019618,0.013429,0.036169,0.035117,-0.163910,-0.154049
3975,0,香川,2016-11-06,2026-08-03,462,2177,65,365,276,1280,1,-0.026969,-0.031401,0.009438,0.004397,0.042531,0.063505
3976,0,山口,2016-11-03,2026-08-09,593,1201,82,114,243,379,1,0.043359,0.027839,0.094210,0.082255,-0.340665,-0.286249
3977,0,大阪,2016-11-09,2026-07-27,222,1910,35,227,115,918,1,0.038809,0.040772,0.037390,0.050230,-0.131333,-0.178850
3978,0,東京,2016-11-08,2026-08-02,768,1856,210,477,528,1256,1,0.016433,0.014718,0.010776,0.012807,-0.070672,-0.076105
3979,0,山口,2016-11-10,2020-06-09,112,318,7,17,27,76,1,0.009041,0.008723,0.002078,-0.011447,-0.059636,-0.012019
3980,0,山口,2016-11-09,2018-09-09,93,274,9,24,46,106,1,0.009183,0.000085,0.107762,0.092227,-0.329880,-0.267512
3981,0,静岡,2016-11-06,2026-08-11,345,1906,67,279,173,853,1,0.047823,0.032134,0.053915,0.039596,-0.179928,-0.116209
3982,0,岡山,2016-11-01,2026-08-11,397,1474,49,145,174,596,1,0.025054,0.011655,0.033945,0.019297,-0.173070,-0.110745
3983,0,埼玉,2016-11-03,2026-08-05,484,2065,158,522,339,1311,1,0.073662,0.066068,0.065546,0.052351,-0.282477,-0.230155
3984,0,三重,2016-11-03,2026-08-05,392,2001,116,524,264,1263,1,0.034049,0.031020,0.042285,0.034266,-0.216726,-0.186448
3986,0,福岡,2016-11-07,2026-06-27,547,1637,93,280,303,915,1,-0.001026,-0.009503,-0.005019,-0.011913,0.063971,0.096269
3987,0,静岡,2016-11-01,2026-08-11,437,1989,88,425,268,1124,1,-0.012302,-0.019518,0.048164,0.037449,-0.103211,-0.058850
3988,0,愛知,2016-11-03,2026-08-11,348,2074,74,445,211,1244,1,-0.001918,-0.002676,0.006515,0.008361,0.017912,0.012730
3989,0,佐賀,2016-11-09,2026-08-11,295,1521,21,96,103,534,1,0.008070,-0.001809,-0.001932,-0.006793,-0.117601,-0.091556
3990,0,静岡,2016-11-06,2026-08-11,388,1725,68,313,206,861,1,-0.006192,-0.013501,0.031797,0.021627,-0.125700,-0.083566
3992,0,埼玉,2016-12-01,2026-08-11,264,1610,51,270,144,810,1,0.025480,0.018160,0.042349,0.029832,-0.216013,-0.165808
3993,0,東京,2016-11-07,2026-08-04,232,927,47,156,131,478,1,0.034301,0.035897,0.049013,0.051917,-0.165309,-0.175157
3994,0,滋賀,2016-11-03,2026-08-05,213,1918,34,234,132,981,1,0.037622,0.018007,0.108248,0.087334,-0.360736,-0.272206
3995,0,静岡,2016-11-25,2026-08-11,443,2094,120,596,310,1420,1,-0.013742,-0.009905,0.021646,0.020692,-0.062496,-0.061986
3996,0,群馬,2016-11-03,2025-03-15,308,1875,100,539,236,1365,1,0.037209,0.012996,0.038234,0.010904,-0.185380,-0.070621
3997,0,大阪,2016-11-01,2026-08-05,363,2438,95,646,251,1741,1,-0.003263,-0.006376,-0.022650,-0.026399,0.069551,0.084022
3998,0,佐賀,2016-11-07,2026-08-11,424,1794,39,187,207,794,1,-0.012255,-0.031753,0.045621,0.030624,-0.175538,-0.105894
3999,0,愛知,2016-11-01,2026-08-11,534,1953,114,423,359,1261,1,-0.003107,-0.001744,0.026611,0.025839,-0.071483,-0.069342
4000,0,広島,2016-11-23,2026-08-10,383,2380,89,445,233,1384,1,0.045401,0.029708,0.026842,0.006205,-0.117648,-0.034380
4002,0,兵庫,2016-11-03,2026-08-11,546,2125,180,646,403,1462,1,0.025670,0.022869,0.050095,0.048591,-0.120653,-0.113912
4003,0,福井,2016-11-03,2026-08-04,491,1954,65,257,277,1120,1,0.000858,-0.003952,-0.009028,-0.014657,-0.003893,0.019789
4004,0,長崎,2016-11-05,2026-08-10,468,1577,71,154,247,671,1,0.054056,0.034750,0.102286,0.084764,-0.350778,-0.274475
4005,0,山口,2016-11-09,2025-09-04,419,1111,39,81,144,361,1,0.020171,0.006662,0.018743,0.003310,-0.145896,-0.081157
4006,0,佐賀,2016-11-10,2026-08-11,552,1830,99,293,303,1000,1,0.019239,0.009633,0.002465,-0.009441,-0.017973,0.031315
4007,0,山口,2016-11-03,2026-08-05,521,1382,82,203,239,575,1,0.010501,-0.000255,0.042670,0.023247,-0.147477,-0.072291
4008,0,佐賀,2017-08-15,2020-02-23,70,275,10,47,34,143,1,-0.028052,-0.043128,-0.034286,-0.063534,0.149870,0.263330
4009,0,山口,2016-11-10,2026-08-11,745,1370,148,221,449,691,1,0.037344,0.021727,0.098305,0.077944,-0.302175,-0.218861
4010,0,香川,2016-11-06,2026-08-05,415,1393,29,73,161,499,1,0.017475,0.005089,0.029732,0.021127,-0.045989,-0.005977
4011,0,岡山,2016-11-01,2026-08-11,257,2125,56,536,143,1296,1,-0.034336,-0.027211,-0.053462,-0.044886,0.268461,0.232433
4012,0,滋賀,2016-11-15,2026-08-11,476,1720,104,357,282,971,1,0.010929,-0.002219,0.027902,0.011666,-0.085485,-0.017541
4013,0,福井,2016-11-09,2026-08-04,500,2245,175,564,398,1418,1,0.098775,0.076128,0.164374,0.131506,-0.558584,-0.426263
4014,0,山口,2016-11-12,2026-08-05,524,1515,94,214,273,751,1,0.038135,0.020637,0.025283,0.006723,-0.114218,-0.034514
4015,0,山口,2016-11-03,2026-08-11,628,1734,143,334,409,1044,1,0.035089,0.018161,0.049198,0.031059,-0.208187,-0.129523
4016,0,愛知,2016-11-03,2026-08-11,364,1660,62,271,212,888,1,0.007077,0.000507,0.047478,0.037410,-0.122892,-0.083171
4017,0,山口,2017-01-17,2026-07-15,535,1768,128,342,295,993,1,0.045813,0.033572,-0.010250,-0.023479,-0.007084,0.048169
4019,0,静岡,2016-11-09,2026-08-03,395,1663,130,469,292,1086,1,0.047093,0.047954,0.086204,0.084555,-0.327205,-0.321255
4020,0,香川,2016-11-12,2026-08-11,346,1643,45,168,145,682,1,0.027806,0.024492,0.003981,0.004357,-0.076629,-0.076855
4021,0,愛知,2016-11-03,2023-04-11,151,1203,22,204,71,554,1,-0.023881,-0.030458,0.009683,0.000276,0.027976,0.068045
4022,0,福岡,2016-11-03,2026-08-03,667,1574,131,295,385,900,1,0.008981,-0.000760,0.005420,-0.005999,-0.027461,0.022058
4023,0,福岡,2016-11-01,2026-08-11,353,1667,27,131,141,578,1,-0.002097,-0.002193,0.052703,0.048506,-0.218897,-0.203726
4024,0,三重,2016-11-09,2026-08-11,365,1989,193,487,312,1238,1,0.283920,0.228762,0.232371,0.180142,-1.005931,-0.777748
4025,0,兵庫,2016-11-09,2026-08-11,439,2170,110,585,287,1401,1,-0.019016,-0.028519,0.008136,-0.003113,-0.048274,-0.002365
4026,0,東京,2016-11-25,2022-01-12,239,403,15,20,79,127,1,0.013134,-0.013702,0.015407,-0.009218,-0.165038,-0.058616
4027,0,佐賀,2016-11-03,2026-07-28,576,1939,157,378,379,1074,1,0.077624,0.060771,0.104092,0.082739,-0.392802,-0.304065
4028,0,徳島,2016-11-01,2026-08-10,539,1837,192,467,380,1107,1,0.101996,0.084443,0.102396,0.084045,-0.476487,-0.397762
4030,0,香川,2016-11-03,2026-08-09,491,2104,142,442,362,1320,1,0.079130,0.048978,0.109894,0.078017,-0.420510,-0.284229
4031,0,埼玉,2016-11-01,2026-07-31,284,1554,35,137,133,627,1,0.035080,0.014963,0.064835,0.046060,-0.244150,-0.162764
4033,0,静岡,2016-11-01,2026-08-11,374,2142,111,642,247,1349,1,-0.002928,0.006006,0.030643,0.036142,-0.067991,-0.094192
4034,0,香川,2016-11-09,2026-08-11,385,1708,44,150,148,684,1,0.026464,0.014550,-0.016053,-0.018026,0.049808,0.065530
4035,0,愛知,2016-11-01,2026-08-11,476,1894,63,212,185,705,1,0.020421,0.007890,0.016427,0.007578,-0.128562,-0.085191
4036,0,埼玉,2017-01-21,2026-08-11,332,1972,97,592,204,1334,1,-0.008034,-0.005108,-0.062013,-0.061022,0.170984,0.164807
4037,0,福岡,2016-11-01,2020-06-25,249,521,30,58,121,233,1,0.009158,0.004645,0.038727,0.043223,-0.155069,-0.167415
4037,1,埼玉,2020-07-02,2025-01-23,182,966,30,139,88,471,1,0.020943,0.014232,-0.004061,-0.013127,-0.076923,-0.041909
4038,0,岡山,2016-11-07,2021-11-24,77,737,11,63,31,249,1,0.057375,0.038135,0.064741,0.061889,-0.240938,-0.214195
4039,0,大阪,2016-11-01,2026-08-10,264,1951,34,300,130,1049,1,-0.024979,-0.038307,-0.045249,-0.068630,0.150836,0.243959
4040,0,兵庫,2016-11-07,2026-08-11,366,2116,88,514,218,1231,1,-0.002474,-0.013078,0.013870,0.004020,-0.079762,-0.036850
4041,0,山口,2016-11-18,2026-08-11,390,1515,43,154,185,596,1,0.008606,0.003903,0.080960,0.073689,-0.207464,-0.179688
4042,0,大阪,2016-11-09,2026-08-05,537,2093,135,593,336,1350,1,-0.031929,-0.034855,-0.019309,-0.020430,0.088255,0.094726
4043,0,三重,2016-11-03,2026-08-11,387,2181,117,588,244,1407,1,0.032724,0.016551,-0.014626,-0.031997,-0.018578,0.055550
4044,0,大阪,2016-11-03,2026-08-09,538,1958,142,527,378,1281,1,-0.005212,-0.008746,0.048363,0.043469,-0.106620,-0.087078
4045,0,山口,2016-11-01,2026-08-05,567,1645,131,354,316,827,1,0.015843,0.015518,0.054584,0.051958,-0.172622,-0.163691
4046,0,福岡,2016-11-01,2025-04-05,564,955,41,56,188,269,1,0.014056,0.017465,0.051658,0.053849,-0.138194,-0.148430
4047,0,大阪,2016-11-01,2026-08-03,192,1769,28,185,73,710,1,0.041254,0.030457,-0.021148,-0.035281,-0.047352,0.010025
4049,0,三重,2016-11-03,2026-08-06,507,2211,126,496,338,1373,1,0.024188,0.011402,0.045681,0.031695,-0.220131,-0.161128
4050,0,岡山,2016-11-13,2026-08-11,267,2036,102,708,190,1441,1,0.034282,0.025154,0.003850,-0.000714,0.005934,0.030073
4051,0,岡山,2016-11-01,2026-07-21,28,1760,7,478,16,1255,1,-0.021591,-0.047024,-0.141640,-0.150241,0.295373,0.347379
4052,0,徳島,2016-11-01,2026-07-27,604,1964,184,498,410,1216,1,0.051072,0.039289,0.059663,0.043104,-0.263852,-0.195613
4053,0,東京,2016-11-12,2026-08-11,593,1540,112,315,340,937,1,-0.015675,-0.016981,-0.035086,-0.037642,0.105452,0.114186
4054,0,岡山,2016-11-07,2026-08-11,426,1599,60,147,177,631,1,0.048913,0.037483,0.020871,0.008103,-0.138749,-0.084721
4055,0,兵庫,2016-11-01,2026-08-10,513,2223,163,555,361,1420,1,0.068076,0.049021,0.064927,0.044433,-0.286850,-0.198858
4056,0,福井,2016-11-01,2025-11-25,250,1547,23,155,110,649,1,-0.008194,-0.017045,0.020478,0.013735,-0.094601,-0.063230
4057,0,兵庫,2016-11-03,2026-08-11,515,2201,111,422,338,1309,1,0.023803,0.017678,0.061581,0.052209,-0.151176,-0.113655
4058,0,静岡,2016-11-03,2026-08-11,411,2126,56,277,228,1145,1,0.005961,0.010212,0.016174,0.018518,-0.036341,-0.048020
4059,0,東京,2016-11-12,2026-06-13,556,1500,115,274,280,735,1,0.024168,0.010234,0.013597,-0.002789,-0.132269,-0.065128
4060,0,福岡,2016-11-06,2026-08-03,462,1717,73,291,241,843,1,-0.011473,-0.019095,0.030672,0.018465,-0.086080,-0.036368
4061,0,福井,2016-11-03,2026-08-05,598,2144,241,618,479,1422,1,0.114764,0.093375,0.137757,0.111644,-0.534488,-0.426927
4062,0,愛知,2016-11-10,2026-06-25,630,1464,104,209,291,652,1,0.022320,0.007011,0.016550,0.003206,-0.077914,-0.018757
4063,0,徳島,2016-11-03,2026-08-10,604,2196,194,604,417,1449,1,0.046147,0.043316,0.030561,0.030575,-0.144643,-0.141287
4064,0,山口,2016-11-09,2026-08-11,1010,1760,313,455,696,1181,1,0.051378,0.030778,0.018086,-0.001790,-0.183022,-0.096394
4065,0,岡山,2016-11-01,2026-07-26,383,1894,79,431,229,1090,1,-0.021294,-0.030006,0.022410,0.015321,-0.061045,-0.028701
4066,0,三重,2016-11-03,2026-08-11,382,2115,120,447,277,1312,1,0.102789,0.085812,0.104800,0.085767,-0.493056,-0.411466
4067,0,愛知,2016-11-18,2026-08-11,632,1979,153,499,425,1279,1,-0.010059,-0.016789,0.026182,0.014756,-0.075307,-0.030063
4068,0,静岡,2016-11-01,2026-08-11,405,1749,53,216,199,880,1,0.007365,0.000169,-0.011787,-0.011781,-0.008072,-0.003109
4069,0,岡山,2016-11-12,2026-07-22,420,2059,100,406,269,1348,1,0.040912,0.025595,-0.014211,-0.029574,-0.058221,0.006646
4070,0,長崎,2016-11-09,2022-10-31,256,1003,86,338,182,671,1,-0.001052,-0.008991,0.041944,0.037269,-0.208009,-0.186600
4071,0,兵庫,2016-11-09,2026-08-05,259,1316,41,182,128,595,1,0.020003,0.002612,0.042081,0.017788,-0.177442,-0.077938
4072,0,佐賀,2016-12-01,2026-08-11,542,1667,184,530,370,1086,1,0.021547,0.008717,0.031187,0.008978,-0.095755,-0.007709
4073,0,静岡,2016-11-03,2026-08-11,442,2185,101,538,286,1422,1,-0.017717,-0.008757,-0.003742,0.011781,0.099055,0.040405
4074,0,愛知,2016-11-03,2026-08-11,810,1912,285,497,583,1226,1,0.091915,0.073857,0.078540,0.057392,-0.364934,-0.275588
4075,0,東京,2016-11-01,2026-08-10,737,2035,211,536,510,1340,1,0.022905,0.025452,0.033518,0.036736,-0.126393,-0.140136
4076,0,静岡,2016-11-07,2026-08-11,351,2209,68,420,200,1300,1,0.003601,-0.000124,-0.018701,-0.024466,0.018515,0.042761
4077,0,東京,2016-11-08,2026-08-10,929,1391,141,117,454,585,1,0.067664,0.038175,0.068137,0.039242,-0.292463,-0.167975
4078,0,群馬,2016-11-09,2025-07-29,398,1307,39,84,153,423,1,0.033721,0.012810,0.060780,0.039145,-0.311579,-0.217916
4079,0,福岡,2016-11-05,2026-08-08,808,1881,186,501,487,1131,1,-0.036150,-0.044882,0.001447,-0.006856,0.057674,0.094204
4080,0,愛知,2016-11-03,2026-01-26,411,1597,99,441,273,1037,1,-0.035267,-0.031130,0.014891,0.012396,0.000038,0.005352
4081,0,愛知,2016-11-01,2026-08-09,413,1716,50,139,173,633,1,0.040063,0.022882,0.050005,0.031042,-0.197300,-0.117760
4082,0,大阪,2016-11-01,2026-07-28,190,1785,46,390,111,1013,1,0.023618,0.010658,0.016704,0.000936,-0.140675,-0.076380
4083,0,東京,2016-11-01,2026-08-09,569,1843,165,506,389,1194,1,0.015430,0.026693,0.035799,0.050469,-0.113939,-0.173686
4084,0,愛知,2016-11-01,2026-08-11,719,2208,233,589,517,1491,1,0.057304,0.053398,0.043783,0.037143,-0.190321,-0.163068
4085,0,東京,2016-11-03,2026-08-08,424,1446,72,272,240,829,1,-0.018294,-0.011100,-0.007268,-0.001138,0.040776,0.010655
4086,0,東京,2016-11-03,2026-08-10,679,1698,143,364,437,1087,1,-0.003766,0.006663,0.003429,0.014933,0.047413,-0.002603
4087,0,長崎,2016-11-03,2017-11-13,24,105,0,2,5,18,1,-0.019048,0.011291,0.036905,0.029979,-0.319048,-0.324082
4088,0,長崎,2016-11-07,2024-01-23,223,1108,27,97,98,372,1,0.033531,0.017716,0.103722,0.079181,-0.281584,-0.183507
4089,0,岡山,2016-11-01,2026-08-11,434,2214,97,481,285,1443,1,0.006248,0.010791,0.004921,0.009624,0.003692,-0.016691
4090,0,埼玉,2016-11-01,2026-07-18,357,1981,80,493,211,1229,1,-0.024775,-0.021863,-0.029357,-0.026142,0.178618,0.165141
4091,0,埼玉,2016-11-03,2024-04-12,222,1136,38,161,99,485,1,0.029446,0.006246,0.019009,-0.001844,-0.114246,-0.023430
4092,0,佐賀,2016-11-01,2026-08-10,406,1875,80,342,227,986,1,0.014644,0.007126,0.033247,0.026739,-0.155140,-0.127911
4093,0,東京,2016-12-07,2026-07-31,715,1202,117,100,366,471,1,0.080442,0.052327,0.120041,0.103502,-0.378138,-0.297256
4094,0,福岡,2016-11-01,2026-07-29,605,1370,65,149,279,570,1,-0.001321,0.000504,0.045099,0.044854,-0.093612,-0.095676
4095,0,東京,2016-11-01,2026-08-10,752,1474,240,472,517,1027,1,-0.001068,0.009173,-0.009244,0.001256,-0.001398,-0.045922
4096,0,長崎,2016-11-15,2026-08-10,588,1855,210,490,423,1201,1,0.092992,0.060623,0.071948,0.047781,-0.345219,-0.232974
4097,0,広島,2016-11-03,2026-08-11,288,1404,16,68,110,497,1,0.007123,-0.004436,0.027956,0.027933,-0.118056,-0.107538
4098,0,岡山,2016-11-01,2026-07-24,191,1289,19,108,79,526,1,0.015691,-0.003282,0.005544,-0.015870,-0.073644,0.017115
4099,0,大阪,2016-11-03,2026-08-10,190,2203,48,550,121,1422,1,0.002972,-0.001666,-0.008641,-0.014381,0.082971,0.106371
4100,0,福岡,2016-11-01,2026-08-11,566,1710,95,275,293,877,1,0.007026,0.002399,0.004802,0.001412,-0.059573,-0.044812
4101,0,佐賀,2016-11-03,2022-01-14,276,915,106,273,201,576,1,0.085697,0.070938,0.098753,0.073719,-0.410965,-0.313384
4102,0,福岡,2016-11-01,2026-08-11,864,2023,270,595,595,1355,1,0.018382,0.002268,0.018860,0.003650,-0.072312,-0.005884
4103,0,埼玉,2016-11-12,2026-08-08,310,1612,26,110,131,609,1,0.015633,-0.005459,0.044789,0.023406,-0.174566,-0.082898
4104,0,東京,2016-11-03,2026-08-11,355,1343,59,201,175,626,1,0.016532,0.009512,0.026837,0.019954,-0.086854,-0.056369
4105,0,兵庫,2016-11-03,2026-08-11,427,2123,63,284,244,1128,1,0.013768,-0.002026,0.040105,0.019934,-0.160300,-0.075366
4106,0,佐賀,2016-11-01,2026-08-08,378,1566,61,147,189,649,1,0.067506,0.045837,0.085568,0.068374,-0.266466,-0.189287
4107,0,群馬,2016-11-10,2020-12-20,177,725,12,41,64,223,1,0.011245,-0.001331,0.053996,0.057307,-0.213396,-0.214201
4108,0,山口,2016-12-03,2026-08-03,720,1520,227,446,482,994,1,0.021857,0.004485,0.015497,-0.001470,-0.112354,-0.039996
4109,0,埼玉,2016-11-01,2026-08-09,480,2113,113,526,280,1296,1,-0.013518,-0.013962,-0.030013,-0.036753,0.084583,0.108478
4110,0,埼玉,2016-11-03,2026-08-04,330,1649,49,184,166,683,1,0.036902,0.021551,0.088840,0.073575,-0.319900,-0.252377
4111,0,広島,2016-11-05,2026-08-09,396,1792,76,266,219,908,1,0.043482,0.029350,0.046334,0.031875,-0.161030,-0.098542
4112,0,佐賀,2016-11-09,2026-08-03,439,1883,85,339,271,1083,1,0.013590,-0.000990,0.042166,0.019835,-0.145419,-0.055627
4113,0,群馬,2016-11-06,2026-08-11,333,1971,49,270,171,947,1,0.010161,-0.003014,0.033047,0.017759,-0.165247,-0.099890
4114,0,東京,2016-11-07,2026-08-08,538,1615,94,218,293,811,1,0.039737,0.024144,0.042442,0.028321,-0.194854,-0.133045
4116,0,徳島,2016-11-03,2026-07-19,419,1873,65,265,224,945,1,0.013647,-0.006164,0.030068,0.013015,-0.088853,-0.013342
4117,0,東京,2016-11-28,2026-08-11,456,1631,92,323,296,1057,1,0.003716,-0.000002,0.001054,-0.004889,0.061806,0.086104
4118,0,愛知,2016-11-03,2026-08-11,619,2128,135,496,378,1322,1,-0.014989,-0.025281,-0.010578,-0.030024,0.005408,0.081080
4119,0,大阪,2016-11-01,2026-08-05,161,1824,29,346,84,953,1,-0.009569,-0.003482,-0.000739,0.003235,0.080248,0.059505
4120,0,滋賀,2016-11-03,2026-08-09,527,2009,114,360,327,1129,1,0.037125,0.022861,0.058522,0.044805,-0.210432,-0.150775
4121,0,福岡,2016-11-01,2026-08-05,624,1583,113,282,331,870,1,0.002947,0.002925,-0.019141,-0.021297,0.077291,0.084329
4122,0,福岡,2016-11-01,2026-08-05,812,1664,135,285,431,958,1,-0.005018,-0.005989,-0.044933,-0.042180,0.082216,0.073074
4123,0,愛知,2016-11-29,2026-08-11,559,2058,158,524,410,1457,1,0.028031,0.016097,0.025484,0.013068,-0.085233,-0.030003
4124,0,静岡,2016-11-03,2026-08-11,404,1941,86,427,255,1179,1,-0.007118,-0.012532,0.023769,0.018666,-0.050746,-0.029674
4125,0,東京,2016-11-01,2019-09-29,79,271,5,7,23,66,1,0.037461,-0.004993,0.047597,0.011736,-0.333598,-0.169790
4126,0,広島,2016-11-03,2024-10-25,399,1222,47,100,151,357,1,0.035961,0.011418,0.086302,0.065799,-0.251584,-0.160414
4128,0,東京,2016-11-05,2026-08-08,380,1469,61,200,196,744,1,0.024379,0.008574,0.009322,-0.004656,-0.100880,-0.038918
4129,0,愛知,2016-11-01,2026-08-11,293,1749,40,155,128,681,1,0.047897,0.036927,0.047495,0.035661,-0.222116,-0.169885
4131,0,静岡,2016-11-01,2026-08-11,364,2088,88,478,230,1258,1,0.012831,0.012423,0.029378,0.027834,-0.122779,-0.115207
4133,0,兵庫,2016-11-19,2026-08-11,389,2179,92,485,266,1369,1,0.013925,0.012635,0.055535,0.048017,-0.198757,-0.170901
4134,0,東京,2016-11-03,2026-08-09,595,1817,162,454,397,1155,1,0.022406,0.024644,0.031564,0.033559,-0.086602,-0.094375
4136,0,福岡,2016-11-03,2026-05-15,719,1777,229,473,549,1220,1,0.052319,0.024485,0.077010,0.050101,-0.295911,-0.178570
4137,0,滋賀,2016-11-03,2026-08-09,603,2099,181,582,401,1391,1,0.022891,0.019146,0.002312,0.003576,-0.047679,-0.047795
4138,0,大阪,2016-11-01,2026-07-31,188,1847,30,265,91,847,1,0.016099,0.002588,0.025461,0.009645,-0.082975,-0.017947
4139,0,愛知,2016-11-01,2026-08-11,421,1791,73,236,195,796,1,0.041627,0.030420,0.018738,0.002583,-0.122563,-0.055034
4140,0,東京,2017-01-29,2026-07-17,563,1609,142,415,375,1092,1,-0.005704,0.008436,-0.012608,-0.000630,0.041431,-0.012154
4142,0,愛知,2016-11-03,2026-08-11,596,2154,93,376,356,1240,1,-0.018519,-0.020657,0.021642,0.015821,-0.026671,-0.004443
4143,0,佐賀,2016-11-01,2026-08-11,378,1677,50,181,169,657,1,0.024344,0.012562,0.055319,0.048379,-0.195479,-0.161949
4144,0,埼玉,2016-11-03,2026-08-01,370,1753,88,426,240,1202,1,-0.005174,0.002868,-0.037033,-0.032824,0.086847,0.066027
4145,0,東京,2016-11-09,2026-08-10,637,1252,43,41,243,371,1,0.034756,0.005615,0.085150,0.053972,-0.290430,-0.158339
4146,0,滋賀,2016-11-01,2026-08-10,509,1661,62,197,258,796,1,0.003204,-0.013131,0.027647,0.007906,-0.111395,-0.028842
4147,0,愛知,2016-11-05,2018-10-06,35,342,7,15,11,97,1,0.156140,0.115775,0.030660,-0.022844,-0.325230,-0.115283
4148,0,福岡,2016-11-07,2026-08-11,918,1654,275,413,668,1106,1,0.049867,0.035432,0.058987,0.042700,-0.221504,-0.152201
4150,0,静岡,2016-11-01,2026-08-11,393,1813,99,432,248,1114,1,0.013629,0.016886,0.016592,0.014178,-0.085920,-0.078984
4151,0,福岡,2016-12-26,2026-08-08,643,1673,87,234,352,891,1,-0.004565,-0.011139,0.014858,0.012284,0.002559,0.016738
4152,0,東京,2016-11-08,2026-08-11,540,1477,119,229,313,807,1,0.065326,0.062939,0.033252,0.024280,-0.213853,-0.180159
4153,0,山口,2016-11-09,2023-06-09,282,804,16,53,88,279,1,-0.009183,-0.014062,-0.034958,-0.044133,0.012041,0.045798
4154,0,香川,2016-11-12,2026-08-09,466,1903,89,340,231,997,1,0.012322,0.019045,-0.028201,-0.020551,0.113198,0.081207
4155,0,福岡,2016-11-03,2026-08-11,744,1718,210,408,487,1048,1,0.044773,0.023519,0.044558,0.026052,-0.193145,-0.110087
4156,0,三重,2016-11-08,2026-08-08,442,1950,112,380,274,1108,1,0.058522,0.039127,0.051704,0.029663,-0.205370,-0.113687
